,tajimas_d_all
Pf3D7_07_v3:1260154-1262780,-0.6321696920438001
Pf3D7_07_v3:1264445-1264738,
Pf3D7_07_v3:1265910-1281347,-1.2405488793816384
Pf3D7_07_v3:1282913-1285519,-1.6097898607173906
Pf3D7_07_v3:1286057-1289399,-1.5331227900238222
Pf3D7_07_v3:1297459-1301454,-0.12580838027150262
Pf3D7_07_v3:1304347-1305096,
Pf3D7_07_v3:1305894-1314215,-1.4275078121622289
Pf3D7_07_v3:1325375-1331813,-0.16119215522487548
Pf3D7_07_v3:1338959-1341790,-1.117687468967251
Pf3D7_07_v3:1342842-1343996,
Pf3D7_07_v3:1358055-1362929,0.6109374434632366
Pf3D7_07_v3:1368161-1370596,0.6237054518313349
Pf3D7_07_v3:1372063-1372760,-0.7000010143824192
Pf3D7_07_v3:1378618-1380769,2.3883800209177557
Pf3D7_08_v3:84568-88422,-1.6379357851565322
Pf3D7_08_v3:101954-102826,-1.0602279565094905
Pf3D7_08_v3:106593-108242,-1.451189186184233
Pf3D7_08_v3:109180-109557,-1.3142360200472198
Pf3D7_08_v3:112299-117877,0.05471009847866397
Pf3D7_08_v3:119032-122067,-1.3355991774688565
Pf3D7_08_v3:128849-142837,-1.7024440522791524
Pf3D7_08_v3:146089-150282,-0.6418639034991142
Pf3D7_08_v3:151808-159668,-1.144952774088173
Pf3D7_08_v3:165416-166078,
Pf3D7_08_v3:167069-170434,-1.0155486090807924
Pf3D7_08_v3:171865-174385,
Pf3D7_08_v3:174647-178906,-1.2631248827276358
Pf3D7_08_v3:180563-188113,-0.32792253208826283
Pf3D7_08_v3:188566-190316,
Pf3D7_08_v3:191976-194103,-1.0298061396235259
Pf3D7_08_v3:195148-195678,
Pf3D7_08_v3:196581-198614,
Pf3D7_08_v3:199181-202918,-1.2135466849708805
Pf3D7_08_v3:204241-206661,-0.39817526222435345
Pf3D7_08_v3:208451-210291,
Pf3D7_08_v3:212252-215971,-0.1258820924621661
Pf3D7_08_v3:217888-222291,-0.2062161367311949
Pf3D7_08_v3:223762-230209,-1.1178767502427918
Pf3D7_08_v3:233467-234426,
Pf3D7_08_v3:237853-241048,-1.2631248827276358
Pf3D7_08_v3:242103-244775,-1.1882718367802085
Pf3D7_08_v3:245711-247933,-0.27542014470861326
Pf3D7_08_v3:250083-268437,-0.6525685892404027
Pf3D7_08_v3:268856-270696,
Pf3D7_08_v3:271417-277413,-1.6277331770519288
Pf3D7_08_v3:279711-281186,-0.18654009682814
Pf3D7_08_v3:283066-284522,
Pf3D7_08_v3:286959-288620,-1.2663887297447705
Pf3D7_08_v3:293113-296871,-0.7185989453924166
Pf3D7_08_v3:305295-308549,-1.0468998699444323
Pf3D7_08_v3:314172-318726,-1.5785690382105744
Pf3D7_08_v3:324279-325655,
Pf3D7_08_v3:326215-330004,-1.5427859088771647
Pf3D7_08_v3:330651-332678,
Pf3D7_08_v3:333379-337727,-0.35182464643027983
Pf3D7_08_v3:337902-343254,1.1102480713082723
Pf3D7_08_v3:345427-347454,
Pf3D7_08_v3:349317-353362,
Pf3D7_08_v3:354472-362396,-0.6229643251661734
Pf3D7_08_v3:363260-366421,-1.3445210109555237
Pf3D7_08_v3:368607-369746,
Pf3D7_08_v3:372902-376867,-0.9924035150297023
Pf3D7_08_v3:384298-385797,
Pf3D7_08_v3:389596-394259,-1.0911357521159488
Pf3D7_08_v3:395648-398787,0.7752198607383036
Pf3D7_08_v3:399591-401360,
Pf3D7_08_v3:402595-404141,
Pf3D7_08_v3:404996-409084,0.025413818338704507
Pf3D7_08_v3:409936-415168,-0.47732191356883713
Pf3D7_08_v3:416344-418065,2.1422530810702103
Pf3D7_08_v3:421493-422640,
Pf3D7_08_v3:423527-424536,
Pf3D7_08_v3:467943-471893,0.12818882321281433
Pf3D7_08_v3:475573-478125,1.1204593141770285
Pf3D7_08_v3:479980-497382,0.3204059596758584
Pf3D7_08_v3:499463-501569,0.5543852729199212
Pf3D7_08_v3:502338-506698,-0.35468006929438745
Pf3D7_08_v3:508224-512428,-0.4177357119139967
Pf3D7_08_v3:517421-517693,
Pf3D7_08_v3:521187-524009,-0.2754201447086134
Pf3D7_08_v3:525058-527604,
Pf3D7_08_v3:532220-534031,
Pf3D7_08_v3:541971-544796,0.4070747338857375
Pf3D7_08_v3:546163-547365,
Pf3D7_08_v3:548200-550616,-0.6704684319865409
Pf3D7_08_v3:554437-557205,0.24426666875922692
Pf3D7_08_v3:560744-564276,0.9806213084678632
Pf3D7_08_v3:567824-573148,-0.12187992750963045
Pf3D7_08_v3:575986-578370,
Pf3D7_08_v3:579483-582221,
Pf3D7_08_v3:582983-586953,0.14751933879070506
Pf3D7_08_v3:589821-593489,0.510734410715631
Pf3D7_08_v3:593649-595412,
Pf3D7_08_v3:596190-600328,1.407000038485718
Pf3D7_08_v3:600525-602247,
Pf3D7_08_v3:604923-612878,-0.5820755303373223
Pf3D7_08_v3:613325-614862,
Pf3D7_08_v3:614919-617821,
Pf3D7_08_v3:618843-620228,
Pf3D7_08_v3:621805-623442,
Pf3D7_08_v3:626069-628945,
Pf3D7_08_v3:633990-634697,-0.8891957322873144
Pf3D7_08_v3:636628-641458,0.4974708314165025
Pf3D7_08_v3:647316-649304,-1.3433210579363142
Pf3D7_08_v3:656078-657630,
Pf3D7_08_v3:658493-662095,
Pf3D7_08_v3:665548-667095,
Pf3D7_08_v3:669541-670734,
Pf3D7_08_v3:671157-675416,-0.6942099632863553
Pf3D7_08_v3:676391-677464,
Pf3D7_08_v3:680957-681809,
Pf3D7_08_v3:682518-683572,
Pf3D7_08_v3:690541-694143,
Pf3D7_08_v3:695215-697522,
Pf3D7_08_v3:700376-702652,
Pf3D7_08_v3:703502-704683,
Pf3D7_08_v3:706076-706996,-1.7049819007704763
Pf3D7_08_v3:708228-708824,
Pf3D7_08_v3:711239-714166,-1.2238235112956841
Pf3D7_08_v3:717113-719746,
Pf3D7_08_v3:721928-725476,-0.8321792782220269
Pf3D7_08_v3:725781-726502,
Pf3D7_08_v3:727662-729728,
Pf3D7_08_v3:729917-732187,
Pf3D7_08_v3:735680-741181,-1.3137006479568645
Pf3D7_08_v3:743505-745505,-0.6988212332865341
Pf3D7_08_v3:746013-747488,-1.1861162512537577
Pf3D7_08_v3:751942-756173,-1.0586960538242594
Pf3D7_08_v3:760138-761031,
Pf3D7_08_v3:762118-765330,
Pf3D7_08_v3:767916-769792,
Pf3D7_08_v3:770946-771773,
Pf3D7_08_v3:774299-776791,-1.1871635752895249
Pf3D7_08_v3:777257-779647,-0.8753361544728272
Pf3D7_08_v3:782909-789616,-1.5129340056876375
Pf3D7_08_v3:794287-797806,
Pf3D7_08_v3:800920-804034,-0.9468981197140943
Pf3D7_08_v3:805797-813465,-1.3320684863410002
Pf3D7_08_v3:816803-817102,
Pf3D7_08_v3:824564-826518,-0.8655942351110012
Pf3D7_08_v3:833185-835334,
Pf3D7_08_v3:835978-836848,
Pf3D7_08_v3:845253-847380,0.2227296114183574
Pf3D7_08_v3:848277-852947,-1.1903262017245246
Pf3D7_08_v3:855654-856742,
Pf3D7_08_v3:860384-862417,
Pf3D7_08_v3:863505-868137,-1.7989396650920104
Pf3D7_08_v3:869562-870574,
Pf3D7_08_v3:871410-873440,
Pf3D7_08_v3:874367-877498,-1.5665721698178643
Pf3D7_08_v3:878495-880459,
Pf3D7_08_v3:881590-884390,
Pf3D7_08_v3:885198-886136,
Pf3D7_08_v3:888126-890471,0.3368749617069296
Pf3D7_08_v3:891658-898502,-0.5521799460183155
Pf3D7_08_v3:900742-907714,-1.2134889512085403
Pf3D7_08_v3:912264-914249,-0.629133032839008
Pf3D7_08_v3:919055-920896,-1.5797197174518287
Pf3D7_08_v3:922208-923932,
Pf3D7_08_v3:932321-935626,
Pf3D7_08_v3:936426-938876,
Pf3D7_08_v3:939583-944645,-0.16468590919316095
Pf3D7_08_v3:953448-956314,
Pf3D7_08_v3:958531-961740,-0.5608665177518913
Pf3D7_08_v3:969690-971714,-1.3653316881499993
Pf3D7_08_v3:977432-978188,
Pf3D7_08_v3:978798-980634,
Pf3D7_08_v3:982570-987696,-1.6474970593955727
Pf3D7_08_v3:990250-992608,-1.1798764122399026
Pf3D7_08_v3:997055-999529,
Pf3D7_08_v3:1000981-1003755,0.5267942773670596
Pf3D7_08_v3:1005836-1006810,
Pf3D7_08_v3:1007777-1011307,1.2238175955461226
Pf3D7_08_v3:1012927-1017376,
Pf3D7_08_v3:1018089-1019268,
Pf3D7_08_v3:1028752-1033514,
Pf3D7_08_v3:1034417-1036428,
Pf3D7_08_v3:1037100-1038608,
Pf3D7_08_v3:1039907-1041211,-1.3129968493263007
Pf3D7_08_v3:1043813-1045780,-1.252290609275878
Pf3D7_08_v3:1047551-1048507,
Pf3D7_08_v3:1049282-1051705,
Pf3D7_08_v3:1052771-1053991,
Pf3D7_08_v3:1055135-1059003,0.7062381206848757
Pf3D7_08_v3:1059246-1061567,-0.5841605035082676
Pf3D7_08_v3:1062304-1064061,
Pf3D7_08_v3:1066154-1067472,
Pf3D7_08_v3:1070988-1074417,
Pf3D7_08_v3:1075800-1079630,-0.9007316478492181
Pf3D7_08_v3:1080055-1082991,-1.3694370130993248
Pf3D7_08_v3:1086048-1091248,-1.7142026297267663
Pf3D7_08_v3:1098484-1100376,0.6649311245386161
Pf3D7_08_v3:1100816-1101073,
Pf3D7_08_v3:1101887-1102804,-1.6996826928936482
Pf3D7_08_v3:1103768-1105108,
Pf3D7_08_v3:1106048-1107961,
Pf3D7_08_v3:1109276-1112794,-0.43047471620423117
Pf3D7_08_v3:1113369-1139144,-1.3578262502910805
Pf3D7_08_v3:1142499-1144307,-0.4234877774073994
Pf3D7_08_v3:1146167-1147504,-0.6114129235256596
Pf3D7_08_v3:1148010-1149830,
Pf3D7_08_v3:1152302-1156282,-1.024201246026656
Pf3D7_08_v3:1157321-1158151,
Pf3D7_08_v3:1164655-1167205,-0.7486209061283828
Pf3D7_08_v3:1167579-1171448,-1.1784667085038982
Pf3D7_08_v3:1172394-1176587,-0.8076193206301147
Pf3D7_08_v3:1177310-1180324,
Pf3D7_08_v3:1181295-1183796,-0.5020222317511542
Pf3D7_08_v3:1186175-1187125,-1.3445819484104404
Pf3D7_08_v3:1187623-1192925,-0.6614174603322345
Pf3D7_08_v3:1193847-1196678,-1.3858743012129715
Pf3D7_08_v3:1198858-1206057,-1.2495875373117482
Pf3D7_08_v3:1206788-1208394,-0.1378817693472306
Pf3D7_08_v3:1210692-1211860,
Pf3D7_08_v3:1212337-1215630,-1.748461911305724
Pf3D7_08_v3:1216271-1220716,-1.473493143395894
Pf3D7_08_v3:1221025-1222683,
Pf3D7_08_v3:1224094-1225863,-0.1306629498296625
Pf3D7_08_v3:1226750-1228409,-0.3102126627439677
Pf3D7_08_v3:1229899-1232132,0.050940551340818284
Pf3D7_08_v3:1233372-1236473,-0.8228306237191148
Pf3D7_08_v3:1237285-1239501,-0.36368187948882286
Pf3D7_08_v3:1241966-1242895,
Pf3D7_08_v3:1245211-1251078,-1.9018314115232389
Pf3D7_08_v3:1256555-1257133,
Pf3D7_08_v3:1257716-1259041,
Pf3D7_08_v3:1260048-1266698,-1.085581015590734
Pf3D7_08_v3:1269135-1269647,
Pf3D7_08_v3:1290240-1291406,-0.8657784840771244
Pf3D7_08_v3:1296134-1298328,-0.4665436372274738
Pf3D7_08_v3:1310637-1316955,2.6290234272207975
Pf3D7_08_v3:1317600-1318341,
Pf3D7_08_v3:1325144-1331187,1.045240142176484
Pf3D7_08_v3:1333288-1336299,
Pf3D7_08_v3:1339659-1342306,0.7719750943277136
Pf3D7_08_v3:1353456-1354669,
Pf3D7_08_v3:1358314-1363618,1.372200875910728
Pf3D7_08_v3:1365467-1367506,-1.3460605779439891
Pf3D7_09_v3:82002-82998,
Pf3D7_09_v3:84624-85610,-0.6226935251380128
Pf3D7_09_v3:89361-91295,-0.07876142713901646
Pf3D7_09_v3:93830-95613,-0.775575013431068
Pf3D7_09_v3:98175-100339,-1.0258150440913991
Pf3D7_09_v3:102492-104593,
Pf3D7_09_v3:106514-108406,-1.489301279168365
Pf3D7_09_v3:113409-115549,-0.8363915044332219
Pf3D7_09_v3:121621-125006,-1.6380838735820396
Pf3D7_09_v3:127416-127724,0.26084211907210153
Pf3D7_09_v3:129224-129700,
Pf3D7_09_v3:140977-150588,-1.2847692406309457
Pf3D7_09_v3:151700-159541,-0.1092924929322979
Pf3D7_09_v3:162769-166923,-0.11538657852485289
Pf3D7_09_v3:168493-172887,-1.8719171341354401
Pf3D7_09_v3:179187-183991,-1.3108599288281135
Pf3D7_09_v3:187342-188622,
Pf3D7_09_v3:190858-195827,-1.4425005551403667
Pf3D7_09_v3:199051-207458,-0.7461498152431657
Pf3D7_09_v3:212515-217983,-1.6554163207367991
Pf3D7_09_v3:218675-219462,
Pf3D7_09_v3:222271-224156,
Pf3D7_09_v3:224875-232831,-1.6250555263255448
Pf3D7_09_v3:234501-235346,
Pf3D7_09_v3:236359-242969,-1.2134574594766359
Pf3D7_09_v3:245261-248860,-1.3046421073098873
Pf3D7_09_v3:251353-269709,-1.4379701962948994
Pf3D7_09_v3:270740-274789,
Pf3D7_09_v3:280207-284102,-1.4141016388501313
Pf3D7_09_v3:284200-286640,-0.8431275950096676
Pf3D7_09_v3:289050-292897,-0.8121864789334975
Pf3D7_09_v3:293585-296617,
Pf3D7_09_v3:298665-304179,-0.9426561252643847
Pf3D7_09_v3:305070-306626,
Pf3D7_09_v3:307303-309039,
Pf3D7_09_v3:312474-314987,-1.0027776425643327
Pf3D7_09_v3:318311-319546,
Pf3D7_09_v3:320811-323342,
Pf3D7_09_v3:330499-331965,
Pf3D7_09_v3:332255-334597,
Pf3D7_09_v3:338140-342408,-1.2315788001813135
Pf3D7_09_v3:345892-349293,
Pf3D7_09_v3:350186-350962,
Pf3D7_09_v3:351955-354723,0.0023962174766469723
Pf3D7_09_v3:356536-357683,
Pf3D7_09_v3:360535-363215,
Pf3D7_09_v3:364069-364908,
Pf3D7_09_v3:366925-367500,-0.0818153615499698
Pf3D7_09_v3:367865-368789,
Pf3D7_09_v3:369870-371554,-0.4134421503514916
Pf3D7_09_v3:373762-375586,-1.3044332545651014
Pf3D7_09_v3:378035-382996,-1.5120128216921769
Pf3D7_09_v3:383650-385716,
Pf3D7_09_v3:389605-397843,-0.3811723510136813
Pf3D7_09_v3:399202-400725,
Pf3D7_09_v3:401495-403394,
Pf3D7_09_v3:404312-406285,
Pf3D7_09_v3:406522-409665,-1.0458270547448512
Pf3D7_09_v3:410326-413841,-0.4884599209234628
Pf3D7_09_v3:415205-417433,-0.5381246103527219
Pf3D7_09_v3:418208-419895,
Pf3D7_09_v3:420485-421682,
Pf3D7_09_v3:424171-428106,-1.323732881433669
Pf3D7_09_v3:433238-435373,
Pf3D7_09_v3:440914-444024,
Pf3D7_09_v3:445788-446329,
Pf3D7_09_v3:447928-452049,-0.7506991567939254
Pf3D7_09_v3:452399-455743,0.02688372838776069
Pf3D7_09_v3:456959-461318,-1.1946639820531206
Pf3D7_09_v3:464559-473768,-1.6951534798369237
Pf3D7_09_v3:475671-476969,-1.1875599765114078
Pf3D7_09_v3:477777-481358,-0.6505677719053148
Pf3D7_09_v3:482461-487554,-1.3434736869197568
Pf3D7_09_v3:491275-492906,-0.5347151429898906
Pf3D7_09_v3:494163-495506,
Pf3D7_09_v3:495946-497727,
Pf3D7_09_v3:500183-502733,
Pf3D7_09_v3:504412-508130,-1.1190825887258824
Pf3D7_09_v3:511467-521529,-0.5482406997824688
Pf3D7_09_v3:522221-526018,0.08155509561459669
Pf3D7_09_v3:526940-527978,
Pf3D7_09_v3:529912-531444,
Pf3D7_09_v3:532341-535598,-1.5866349825927906
Pf3D7_09_v3:538221-539872,
Pf3D7_09_v3:541033-545739,-0.8101325899016174
Pf3D7_09_v3:546800-548101,-1.3438478078327882
Pf3D7_09_v3:549085-550446,
Pf3D7_09_v3:551426-553167,
Pf3D7_09_v3:556090-557958,
Pf3D7_09_v3:559144-561979,-1.258067081028293
Pf3D7_09_v3:562677-562934,
Pf3D7_09_v3:563329-565179,
Pf3D7_09_v3:569124-570374,
Pf3D7_09_v3:571031-573349,
Pf3D7_09_v3:576960-579026,0.35277045811784685
Pf3D7_09_v3:580760-581468,
Pf3D7_09_v3:582340-583968,-0.4833695301703833
Pf3D7_09_v3:584726-588421,-0.9907350246403607
Pf3D7_09_v3:589263-591242,0.6754172857542798
Pf3D7_09_v3:594272-597234,-0.4837261225204863
Pf3D7_09_v3:597694-600561,0.552003403254208
Pf3D7_09_v3:601076-604576,-0.020532261381523732
Pf3D7_09_v3:608361-610075,
Pf3D7_09_v3:612976-615492,
Pf3D7_09_v3:620788-626149,-1.4926651638222361
Pf3D7_09_v3:627754-628319,
Pf3D7_09_v3:630657-632207,-0.5624266321839707
Pf3D7_09_v3:633574-634200,
Pf3D7_09_v3:636621-638750,-1.384953117217511
Pf3D7_09_v3:639658-641259,
Pf3D7_09_v3:645632-646600,
Pf3D7_09_v3:646951-649116,-0.9115148445629035
Pf3D7_09_v3:650585-654841,
Pf3D7_09_v3:657418-659412,-1.1137811474859698
Pf3D7_09_v3:660176-660892,
Pf3D7_09_v3:661481-662326,
Pf3D7_09_v3:665978-666478,
Pf3D7_09_v3:667255-671725,-0.7596054839052838
Pf3D7_09_v3:674068-675157,
Pf3D7_09_v3:675922-679632,-1.3669782890911713
Pf3D7_09_v3:683562-691121,-1.1450619790542718
Pf3D7_09_v3:691568-693570,0.4239361945682288
Pf3D7_09_v3:696863-698029,
Pf3D7_09_v3:705357-706355,
Pf3D7_09_v3:706592-712072,-0.6672979506656107
Pf3D7_09_v3:713216-715489,-1.1967115596003062
Pf3D7_09_v3:716325-717506,0.23943116706251283
Pf3D7_09_v3:718521-719540,
Pf3D7_09_v3:720990-724865,-1.696867426274675
Pf3D7_09_v3:729674-732136,
Pf3D7_09_v3:732951-734027,-1.0364690704699782
Pf3D7_09_v3:734629-735942,
Pf3D7_09_v3:737985-740276,
Pf3D7_09_v3:742494-743684,
Pf3D7_09_v3:748678-750262,
Pf3D7_09_v3:754297-760269,-0.6915443879503694
Pf3D7_09_v3:764848-767034,-1.261145581227877
Pf3D7_09_v3:769452-772105,-1.3434736869197568
Pf3D7_09_v3:772646-774379,-1.4225616006377513
Pf3D7_09_v3:777558-780749,-0.2951555964068924
Pf3D7_09_v3:781368-782675,
Pf3D7_09_v3:786156-788212,
Pf3D7_09_v3:793217-794167,
Pf3D7_09_v3:795539-797470,-0.8631775478995416
Pf3D7_09_v3:800703-802136,-1.2631248827276358
Pf3D7_09_v3:803029-803757,
Pf3D7_09_v3:804417-807920,-0.31576837723323536
Pf3D7_09_v3:809659-819804,-1.0136317072148502
Pf3D7_09_v3:822665-824593,
Pf3D7_09_v3:825336-827140,
Pf3D7_09_v3:827730-830681,-0.16944826364383359
Pf3D7_09_v3:833754-839312,-1.5843970562051433
Pf3D7_09_v3:841536-842655,
Pf3D7_09_v3:843541-847605,-0.5913150830158981
Pf3D7_09_v3:849515-851296,-0.9526927586571026
Pf3D7_09_v3:855516-857286,
Pf3D7_09_v3:862781-870491,-1.186523221617602
Pf3D7_09_v3:875602-876867,
Pf3D7_09_v3:878004-883117,-0.7355579412412288
Pf3D7_09_v3:883515-885592,-1.1893764624804466
Pf3D7_09_v3:886065-887389,
Pf3D7_09_v3:888559-889305,
Pf3D7_09_v3:890057-893267,-1.076930995543196
Pf3D7_09_v3:895415-900304,-0.7860236260507805
Pf3D7_09_v3:903362-904570,
Pf3D7_09_v3:908724-912061,0.07478227019027375
Pf3D7_09_v3:913230-914480,
Pf3D7_09_v3:916603-918674,
Pf3D7_09_v3:922292-935372,-1.6049194433545981
Pf3D7_09_v3:941830-942498,
Pf3D7_09_v3:944126-946468,
Pf3D7_09_v3:947033-949498,-1.3444908627862404
Pf3D7_09_v3:950408-953722,
Pf3D7_09_v3:961933-963786,-1.0238357425916402
Pf3D7_09_v3:972548-976637,-1.1736573317481611
Pf3D7_09_v3:977869-979965,
Pf3D7_09_v3:981152-984334,
Pf3D7_09_v3:988977-992915,-1.0360474785310123
Pf3D7_09_v3:993245-997675,
Pf3D7_09_v3:999463-1005845,-1.610251698860643
Pf3D7_09_v3:1006773-1008542,
Pf3D7_09_v3:1009063-1009755,
Pf3D7_09_v3:1014478-1015518,
Pf3D7_09_v3:1019164-1020903,
Pf3D7_09_v3:1021858-1023620,
Pf3D7_09_v3:1025493-1026353,
Pf3D7_09_v3:1033315-1038579,
Pf3D7_09_v3:1043542-1047794,0.015326652683936837
Pf3D7_09_v3:1048280-1057816,-0.3260628711318707
Pf3D7_09_v3:1064752-1070317,
Pf3D7_09_v3:1070965-1072955,
Pf3D7_09_v3:1075915-1081683,1.4591950707758867
Pf3D7_09_v3:1084696-1089093,-0.418281923833498
Pf3D7_09_v3:1089911-1092430,-0.8049824783116193
Pf3D7_09_v3:1092844-1096521,-1.3785171082917156
Pf3D7_09_v3:1097324-1098240,
Pf3D7_09_v3:1099075-1099750,
Pf3D7_09_v3:1107143-1112656,0.8684323138887591
Pf3D7_09_v3:1113958-1116003,
Pf3D7_09_v3:1116416-1119775,-1.5111673478246375
Pf3D7_09_v3:1123861-1125858,
Pf3D7_09_v3:1128871-1129940,
Pf3D7_09_v3:1136966-1138183,
Pf3D7_09_v3:1139940-1142387,
Pf3D7_09_v3:1143184-1144479,
Pf3D7_09_v3:1145364-1146038,
Pf3D7_09_v3:1150648-1155153,-1.3430594695789997
Pf3D7_09_v3:1156247-1158709,
Pf3D7_09_v3:1163570-1165475,-1.3744667311733607
Pf3D7_09_v3:1167842-1169577,
Pf3D7_09_v3:1171339-1173483,-1.198503276541213
Pf3D7_09_v3:1175203-1180762,0.6222494838304247
Pf3D7_09_v3:1180983-1181996,
Pf3D7_09_v3:1182687-1183695,
Pf3D7_09_v3:1185107-1186159,
Pf3D7_09_v3:1189646-1191322,
Pf3D7_09_v3:1191787-1195239,
Pf3D7_09_v3:1195693-1198462,-0.895876706046899
Pf3D7_09_v3:1201812-1206974,0.986963614019594
Pf3D7_09_v3:1207974-1211703,
Pf3D7_09_v3:1212169-1216500,
Pf3D7_09_v3:1218393-1221000,-1.4237314054876773
Pf3D7_09_v3:1225556-1239575,-0.9560825906589667
Pf3D7_09_v3:1247268-1247940,
Pf3D7_09_v3:1248866-1251601,
Pf3D7_09_v3:1254815-1257292,
Pf3D7_09_v3:1270155-1272656,
Pf3D7_09_v3:1273082-1273930,
Pf3D7_09_v3:1275268-1276484,
Pf3D7_09_v3:1279219-1283879,-1.034364847298521
Pf3D7_09_v3:1289315-1291027,
Pf3D7_09_v3:1292117-1293643,
Pf3D7_09_v3:1293832-1296644,-1.3786541770431227
Pf3D7_09_v3:1298865-1302575,
Pf3D7_09_v3:1303390-1307789,-0.8054363195536922
Pf3D7_09_v3:1311440-1313725,
Pf3D7_09_v3:1314552-1317597,0.08363291540989995
Pf3D7_09_v3:1317827-1319468,
Pf3D7_09_v3:1320345-1323293,-0.70992979178089
Pf3D7_09_v3:1323893-1324699,
Pf3D7_09_v3:1325248-1329786,-1.2686206409723295
Pf3D7_09_v3:1331349-1332803,
Pf3D7_09_v3:1335740-1337947,-1.1916273977446425
Pf3D7_09_v3:1338175-1339295,
Pf3D7_09_v3:1340065-1341993,
Pf3D7_09_v3:1343385-1346555,-1.6026206424409901
Pf3D7_09_v3:1357411-1359262,0.9125453750670547
Pf3D7_09_v3:1361935-1363848,
Pf3D7_09_v3:1364256-1365999,
Pf3D7_09_v3:1366569-1367150,
Pf3D7_09_v3:1368594-1372037,-1.3456292724462076
Pf3D7_09_v3:1377953-1379752,0.27546552727655527
Pf3D7_09_v3:1400800-1402052,
Pf3D7_09_v3:1409199-1410008,
Pf3D7_09_v3:1413840-1419754,-0.2777682314501676
Pf3D7_09_v3:1420483-1422807,-0.7675788393044667
Pf3D7_09_v3:1436687-1437981,0.062059297991364365
Pf3D7_09_v3:1440783-1441660,
Pf3D7_09_v3:1443854-1444847,
Pf3D7_09_v3:1465904-1467055,-0.3217545260354712
Pf3D7_10_v3:70547-70819,
Pf3D7_10_v3:72934-73917,
Pf3D7_10_v3:86538-89009,-0.5187638259929716
Pf3D7_10_v3:92573-93526,
Pf3D7_10_v3:96113-97031,
Pf3D7_10_v3:99379-100361,
Pf3D7_10_v3:106653-108662,
Pf3D7_10_v3:112929-116015,
Pf3D7_10_v3:121115-123291,
Pf3D7_10_v3:123770-124882,
Pf3D7_10_v3:125939-127600,-0.4550966926502013
Pf3D7_10_v3:129276-132110,-1.2813229824420238
Pf3D7_10_v3:132995-137272,-1.524555673296142
Pf3D7_10_v3:142419-146237,-0.8803182530596617
Pf3D7_10_v3:149342-150038,
Pf3D7_10_v3:150416-150874,
Pf3D7_10_v3:152364-158516,-0.5640470519266706
Pf3D7_10_v3:166743-170669,-0.9788188899143312
Pf3D7_10_v3:172723-176430,-0.8927320968872473
Pf3D7_10_v3:182244-187100,-0.5361104860418778
Pf3D7_10_v3:187669-196954,-0.8746041881437078
Pf3D7_10_v3:199452-202844,
Pf3D7_10_v3:207000-209642,-1.3669672745898047
Pf3D7_10_v3:213986-214594,
Pf3D7_10_v3:215717-219759,1.4544539793092632
Pf3D7_10_v3:221945-223430,0.6347060536250045
Pf3D7_10_v3:224248-225207,
Pf3D7_10_v3:225456-227705,-0.7448425684504264
Pf3D7_10_v3:228798-232193,-0.5742605647899462
Pf3D7_10_v3:233285-234473,-0.9369878049458288
Pf3D7_10_v3:234795-235745,-1.0269514440776033
Pf3D7_10_v3:237506-242245,-1.4352527257503283
Pf3D7_10_v3:244145-246535,-1.3467375339368912
Pf3D7_10_v3:247495-249940,-1.0361260288487113
Pf3D7_10_v3:253704-255611,
Pf3D7_10_v3:256117-257699,
Pf3D7_10_v3:267219-269831,-0.5455623454182069
Pf3D7_10_v3:270535-271497,-1.1851298646729074
Pf3D7_10_v3:284577-286302,
Pf3D7_10_v3:288383-290826,
Pf3D7_10_v3:293850-295999,
Pf3D7_10_v3:296906-297565,
Pf3D7_10_v3:301126-305919,
Pf3D7_10_v3:311397-314516,-1.5267766840735664
Pf3D7_10_v3:316649-318280,
Pf3D7_10_v3:321011-328150,-1.4545847440605961
Pf3D7_10_v3:331246-342807,-1.26558500403425
Pf3D7_10_v3:343733-344899,
Pf3D7_10_v3:351703-355593,-1.4270863381290122
Pf3D7_10_v3:371293-372117,
Pf3D7_10_v3:372519-374072,-1.029806139623526
Pf3D7_10_v3:374864-377611,
Pf3D7_10_v3:377906-379708,
Pf3D7_10_v3:381361-382449,
Pf3D7_10_v3:383044-384793,
Pf3D7_10_v3:393765-397993,-1.1168404624879398
Pf3D7_10_v3:399207-401778,-1.6418103648681024
Pf3D7_10_v3:403679-404575,
Pf3D7_10_v3:405017-410536,-0.616633115586022
Pf3D7_10_v3:415404-417471,
Pf3D7_10_v3:417705-419318,
Pf3D7_10_v3:424866-425765,
Pf3D7_10_v3:426601-428146,
Pf3D7_10_v3:432505-435570,
Pf3D7_10_v3:443874-444401,
Pf3D7_10_v3:445164-447125,
Pf3D7_10_v3:449154-450323,-1.4237314054876773
Pf3D7_10_v3:455398-458817,-0.7796122373208948
Pf3D7_10_v3:463493-467006,-1.7439845044489817
Pf3D7_10_v3:472546-473386,
Pf3D7_10_v3:478758-480539,
Pf3D7_10_v3:482527-484194,
Pf3D7_10_v3:487252-491828,0.7758032150718999
Pf3D7_10_v3:492550-495144,
Pf3D7_10_v3:496331-497573,
Pf3D7_10_v3:500210-502221,
Pf3D7_10_v3:502634-506392,-1.3582409257371737
Pf3D7_10_v3:511084-514278,
Pf3D7_10_v3:515721-517607,
Pf3D7_10_v3:518542-522252,-0.28776655600973416
