"Gene ID","source_id","Organism","Ortholog count","Paralog count","Ortholog Group","Genomic Location (Gene)"
"PRCDC_0018300","PRCDC_0018300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_116:7,006..8,382(-)"
"PRCDC_0018400","PRCDC_0018400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_116:10,319..10,696(-)"
"PRCDC_0018500","PRCDC_0018500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_117:2..919(-)"
"PRCDC_0018600","PRCDC_0018600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_117:3,241..3,786(-)"
"PRCDC_0018700","PRCDC_0018700.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_117:5,194..6,501(-)"
"PRCDC_0018800","PRCDC_0018800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_117:8,897..9,397(-)"
"PRCDC_0018900","PRCDC_0018900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_119:670..1,737(-)"
"PRCDC_0019000","PRCDC_0019000.1","Plasmodium reichenowi CDC","94","5","OG6_160724","PrCDC_bin_archived_contig_120:6,150..6,479(-)"
"PRCDC_0019100","PRCDC_0019100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_122:1,314..2,615(+)"
"PRCDC_0019200","PRCDC_0019200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_122:4,478..5,617(+)"
"PRCDC_0019300","PRCDC_0019300.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_122:7,827..8,809(+)"
"PRCDC_0019400","PRCDC_0019400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_122:11,283..12,648(+)"
"PRCDC_0019500","PRCDC_0019500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_122:14,939..16,114(+)"
"PRCDC_0019600","PRCDC_0019600.1","Plasmodium reichenowi CDC","210","3","OG6_100116","PrCDC_bin_archived_contig_123:7..895(-)"
"PRCDC_0019700","PRCDC_0019700.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_124:26,846..32,768(+)"
"PRCDC_0019800","PRCDC_0019800.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_126:1,704..2,730(-)"
"PRCDC_0019900","PRCDC_0019900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_126:5,431..6,692(-)"
"PRCDC_0020000","PRCDC_0020000.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_126:8,374..18,912(-)"
"PRCDC_0020100","PRCDC_0020100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_126:22,457..23,707(+)"
"PRCDC_0020200","PRCDC_0020200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_126:24,917..26,182(-)"
"PRCDC_0020400","PRCDC_0020400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_126:32,039..33,125(-)"
"PRCDC_0020600","PRCDC_0020600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_127:1..687(+)"
"PRCDC_0020700","PRCDC_0020700.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_128:9,315..20,227(+)"
"PRCDC_0020800","PRCDC_0020800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_128:21,107..22,364(-)"
"PRCDC_0020900","PRCDC_0020900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_128:24,118..25,485(-)"
"PRCDC_0021000","PRCDC_0021000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_128:27,891..29,192(-)"
"PRCDC_0021100","PRCDC_0021100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_128:31,281..32,484(-)"
"PRCDC_0021200","PRCDC_0021200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_128:34,400..34,672(-)"
"PRCDC_0021300","PRCDC_0021300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_129:270..1,087(-)"
"PRCDC_0021400","PRCDC_0021400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_130:1,204..2,265(-)"
"PRCDC_0021500","PRCDC_0021500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_131:756..1,880(-)"
"PRCDC_0021600","PRCDC_0021600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_132:3..836(-)"
"PRCDC_0021700","PRCDC_0021700.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_132:1,558..2,806(-)"
"PRCDC_0021800","PRCDC_0021800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_132:5,034..6,323(-)"
"PRCDC_0021900","PRCDC_0021900.1","Plasmodium reichenowi CDC","903","29","OG6_110760","PrCDC_bin_archived_contig_132:8,002..8,166(-)"
"PRCDC_0022000","PRCDC_0022000.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_133:496..1,508(+)"
"PRCDC_0022100","PRCDC_0022100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_133:3,595..4,842(+)"
"PRCDC_0022200","PRCDC_0022200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_133:7,373..8,682(+)"
"PRCDC_0022300","PRCDC_0022300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_133:10,950..12,280(+)"
"PRCDC_0022400","PRCDC_0022400.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_133:14,874..15,874(+)"
"PRCDC_0022500","PRCDC_0022500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_133:18,099..19,459(+)"
"PRCDC_0022600","PRCDC_0022600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_133:21,759..22,920(+)"
"PRCDC_0022700","PRCDC_0022700.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_133:25,053..26,396(+)"
"PRCDC_0022800","PRCDC_0022800.1","Plasmodium reichenowi CDC","903","29","OG6_110760","PrCDC_bin_archived_contig_133:29,637..29,849(+)"
"PRCDC_0022850","PRCDC_0022850.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_134:52..899(+)"
"PRCDC_0022900","PRCDC_0022900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_135:2,114..3,644(+)"
"PRCDC_0023000","PRCDC_0023000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_135:6,114..7,319(+)"
"PRCDC_0023100","PRCDC_0023100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_135:9,493..10,822(+)"
"PRCDC_0023200","PRCDC_0023200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_135:12,929..14,132(+)"
"PRCDC_0023300","PRCDC_0023300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_135:16,251..17,611(+)"
"PRCDC_0023400","PRCDC_0023400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_135:19,596..20,858(+)"
"PRCDC_0023500","PRCDC_0023500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_135:22,758..24,000(+)"
"PRCDC_0023600","PRCDC_0023600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_135:25,976..27,186(+)"
"PRCDC_0023900","PRCDC_0023900.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_137:2..701(-)"
"PRCDC_0024000","PRCDC_0024000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_137:2,969..4,241(-)"
"PRCDC_0024200","PRCDC_0024200.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_137:11,833..12,854(-)"
"PRCDC_0024300","PRCDC_0024300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_137:15,209..16,054(-)"
"PRCDC_0024400","PRCDC_0024400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_137:18,120..19,426(-)"
"PRCDC_0024500","PRCDC_0024500.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_137:23,782..34,048(+)"
"PRCDC_0024600","PRCDC_0024600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_137:37,228..38,351(+)"
"PRCDC_0024700","PRCDC_0024700.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_137:39,581..40,806(+)"
"PRCDC_0024800","PRCDC_0024800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_137:42,864..44,211(+)"
"PRCDC_0024900","PRCDC_0024900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_137:46,230..47,541(+)"
"PRCDC_0025000","PRCDC_0025000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_137:50,072..51,178(+)"
"PRCDC_0025100","PRCDC_0025100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_137:53,412..54,547(+)"
"PRCDC_0025300","PRCDC_0025300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_137:58,805..59,919(+)"
"PRCDC_0025400","PRCDC_0025400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_137:62,524..63,854(+)"
"PRCDC_0025600","PRCDC_0025600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_138:5,344..6,707(-)"
"PRCDC_0025700","PRCDC_0025700.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_138:8,933..10,063(-)"
"PRCDC_0025800","PRCDC_0025800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_138:12,107..13,353(-)"
"PRCDC_0025900","PRCDC_0025900.1","Plasmodium reichenowi CDC","903","29","OG6_110760","PrCDC_bin_archived_contig_138:16,418..16,630(+)"
"PRCDC_0026000","PRCDC_0026000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_138:18,338..19,590(+)"
"PRCDC_0026100","PRCDC_0026100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_138:22,251..23,373(+)"
"PRCDC_0026200","PRCDC_0026200.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_138:25,375..26,364(+)"
"PRCDC_0026300","PRCDC_0026300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_138:28,426..29,761(+)"
"PRCDC_0026400","PRCDC_0026400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_138:31,949..33,308(+)"
"PRCDC_0026500","PRCDC_0026500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_138:35,936..37,272(+)"
"PRCDC_0026600","PRCDC_0026600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_139:67..120(-)"
"PRCDC_0026700","PRCDC_0026700.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_140:3,580..15,756(+)"
"PRCDC_0026800","PRCDC_0026800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_140:17,308..18,704(-)"
"PRCDC_0026900","PRCDC_0026900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_141:469..1,422(-)"
"PRCDC_0027000","PRCDC_0027000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_141:3,283..4,483(-)"
"PRCDC_0027100","PRCDC_0027100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_141:6,712..7,996(-)"
"PRCDC_0027200","PRCDC_0027200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:1,885..3,139(-)"
"PRCDC_0027300","PRCDC_0027300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:5,117..6,183(-)"
"PRCDC_0027400","PRCDC_0027400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:9,004..10,197(-)"
"PRCDC_0027500","PRCDC_0027500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:12,574..13,755(-)"
"PRCDC_0027600","PRCDC_0027600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:16,627..17,810(-)"
"PRCDC_0027700","PRCDC_0027700.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:20,235..21,350(-)"
"PRCDC_0027800","PRCDC_0027800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:23,243..24,453(-)"
"PRCDC_0027900","PRCDC_0027900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:26,661..27,968(-)"
"PRCDC_0028000","PRCDC_0028000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:30,005..31,395(-)"
"PRCDC_0028100","PRCDC_0028100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:33,513..34,748(-)"
"PRCDC_0028200","PRCDC_0028200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:36,694..37,905(-)"
"PRCDC_0028300","PRCDC_0028300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:39,734..40,117(-)"
"PRCDC_0028400","PRCDC_0028400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_142:42,519..42,680(-)"
"PRCDC_0028500","PRCDC_0028500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_143:588..1,877(-)"
"PRCDC_0028600","PRCDC_0028600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_143:4,418..5,323(-)"
"PRCDC_0028800","PRCDC_0028800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_143:8,956..10,050(-)"
"PRCDC_0028900","PRCDC_0028900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_143:12,465..13,337(-)"
"PRCDC_0029000","PRCDC_0029000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_144:157..1,427(-)"
"PRCDC_0029100","PRCDC_0029100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_144:3,402..4,388(-)"
"PRCDC_0029200","PRCDC_0029200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_145:1..1,100(+)"
"PRCDC_0029300","PRCDC_0029300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_147:2,211..3,479(+)"
"PRCDC_0029400","PRCDC_0029400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_147:5,467..6,730(+)"
"PRCDC_0029500","PRCDC_0029500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_149:2..775(+)"
"PRCDC_0029600","PRCDC_0029600.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_149:2,962..3,370(+)"
"PRCDC_0029700","PRCDC_0029700.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_150:1,436..2,787(+)"
"PRCDC_0029800","PRCDC_0029800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_150:4,689..5,839(+)"
"PRCDC_0029900","PRCDC_0029900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_150:7,917..9,043(+)"
"PRCDC_0030000","PRCDC_0030000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_151:806..1,872(+)"
"PRCDC_0030100","PRCDC_0030100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_151:4,005..5,486(+)"
"PRCDC_0030200","PRCDC_0030200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_151:7,559..8,674(+)"
"PRCDC_0030300","PRCDC_0030300.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_151:11,003..11,987(+)"
"PRCDC_0030400","PRCDC_0030400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_152:2,037..3,472(+)"
"PRCDC_0030500","PRCDC_0030500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_152:5,458..6,569(+)"
"PRCDC_0030600","PRCDC_0030600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_152:8,409..9,729(+)"
"PRCDC_0030700","PRCDC_0030700.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_152:11,767..12,856(+)"
"PRCDC_0030800","PRCDC_0030800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_152:15,090..16,248(+)"
"PRCDC_0030900","PRCDC_0030900.1","Plasmodium reichenowi CDC","903","29","OG6_110760","PrCDC_bin_archived_contig_152:18,975..19,187(+)"
"PRCDC_0031000","PRCDC_0031000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_152:20,831..22,005(+)"
"PRCDC_0031200","PRCDC_0031200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_154:540..1,591(+)"
"PRCDC_0031300","PRCDC_0031300.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_154:3,824..4,827(+)"
"PRCDC_0031400","PRCDC_0031400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_154:6,339..7,623(+)"
"PRCDC_0031500","PRCDC_0031500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_154:9,806..11,068(+)"
"PRCDC_0031600","PRCDC_0031600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_154:13,618..14,855(+)"
"PRCDC_0031700","PRCDC_0031700.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_155:21,003..34,204(+)"
"PRCDC_0031800","PRCDC_0031800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_155:35,778..37,037(-)"
"PRCDC_0031900","PRCDC_0031900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_156:1,282..2,652(-)"
"PRCDC_0032000","PRCDC_0032000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_156:4,776..5,970(-)"
"PRCDC_0032100","PRCDC_0032100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_157:1,074..2,367(-)"
"PRCDC_0032200","PRCDC_0032200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_157:4,999..6,262(-)"
"PRCDC_0032300","PRCDC_0032300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_157:8,524..9,792(-)"
"PRCDC_0032400","PRCDC_0032400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_157:11,831..13,053(-)"
"PRCDC_0032500","PRCDC_0032500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_157:15,304..16,380(-)"
"PRCDC_0032600","PRCDC_0032600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_157:17,768..18,854(-)"
"PRCDC_0032700","PRCDC_0032700.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_157:21,718..23,033(-)"
"PRCDC_0032800","PRCDC_0032800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_157:24,635..25,806(-)"
"PRCDC_0032900","PRCDC_0032900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_158:585..1,664(-)"
"PRCDC_0033000","PRCDC_0033000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_158:3,847..5,069(-)"
"PRCDC_0033100","PRCDC_0033100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_158:6,884..7,961(-)"
"PRCDC_0033200","PRCDC_0033200.1","Plasmodium reichenowi CDC","903","29","OG6_110760","PrCDC_bin_archived_contig_158:9,690..9,902(-)"
"PRCDC_0033300","PRCDC_0033300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_158:12,588..13,774(-)"
"PRCDC_0033400","PRCDC_0033400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_158:15,672..17,072(-)"
"PRCDC_0033500","PRCDC_0033500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_159:823..1,889(-)"
"PRCDC_0033700","PRCDC_0033700.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_160:2,056..3,327(-)"
"PRCDC_0033800","PRCDC_0033800.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_160:6,021..7,005(-)"
"PRCDC_0033900","PRCDC_0033900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_161:1,371..2,894(-)"
"PRCDC_0034000","PRCDC_0034000.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_161:5,063..6,088(-)"
"PRCDC_0034100","PRCDC_0034100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_161:8,207..9,541(-)"
"PRCDC_0034200","PRCDC_0034200.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_162:1,004..2,169(+)"
"PRCDC_0034300","PRCDC_0034300.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_164:2,007..3,017(-)"
"PRCDC_0034400","PRCDC_0034400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_164:6,065..7,249(-)"
"PRCDC_0034500","PRCDC_0034500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_164:9,818..10,996(-)"
"PRCDC_0034600","PRCDC_0034600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_164:13,096..14,380(-)"
"PRCDC_0034700","PRCDC_0034700.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_165:1,840..2,832(-)"
"PRCDC_0034800","PRCDC_0034800.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_165:4,928..6,227(-)"
"PRCDC_0034900","PRCDC_0034900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_165:8,139..9,248(-)"
"PRCDC_0035000","PRCDC_0035000.1","Plasmodium reichenowi CDC","86","2","OG6_156154","PrCDC_bin_archived_contig_167:152..325(-)"
"PRCDC_0035100","PRCDC_0035100.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_169:1,564..2,705(+)"
"PRCDC_0035200","PRCDC_0035200.1","Plasmodium reichenowi CDC","846","55","OG6_109391","PrCDC_bin_archived_contig_169:5,028..6,035(+)"
"PRCDC_0035300","PRCDC_0035300.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_169:7,801..8,966(+)"
"PRCDC_0035400","PRCDC_0035400.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_169:10,873..11,894(+)"
"PRCDC_0035500","PRCDC_0035500.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_169:14,075..15,384(+)"
"PRCDC_0035600","PRCDC_0035600.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_169:17,277..18,532(+)"
"PRCDC_0035700","PRCDC_0035700.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_169:20,256..21,444(-)"
"PRCDC_0035800","PRCDC_0035800.1","Plasmodium reichenowi CDC","903","29","OG6_110760","PrCDC_bin_archived_contig_169:24,474..24,686(+)"
"PRCDC_0035900","PRCDC_0035900.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_169:26,308..27,613(+)"
"PRCDC_0036000","PRCDC_0036000.1","Plasmodium reichenowi CDC","4345","412","OG6_100719","PrCDC_bin_archived_contig_170:3..590(+)"
"PRCDC_0036100","PRCDC_0036100.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_170:5,409..15,093(+)"
"PRCDC_0036200","PRCDC_0036200.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_170:18,786..29,876(+)"
"PRCDC_0036300","PRCDC_0036300.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_172:2,483..13,153(+)"
"PRCDC_0036500","PRCDC_0036500.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_172:20,761..32,149(+)"
"PRCDC_0036700","PRCDC_0036700.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_172:42,700..53,253(+)"
"PRCDC_0036900","PRCDC_0036900.1","Plasmodium reichenowi CDC","2182","94","OG6_104345","PrCDC_bin_archived_contig_175:9,066..20,560(+)"
"PRCDC_0037000","PRCDC_0037000.1","Plasmodium reichenowi CDC","38","0","OG6_533243","PrCDC_bin_archived_contig_177:24..1,298(-)"
"PRCDC_0037100","PRCDC_0037100.1","Plasmodium reichenowi CDC","74","2","OG6_179324","PrCDC_bin_archived_contig_178:1,113..2,109(-)"
