,stage,Gene ID,Pfal_gene,Ppraefal_gene,score_adj,ns,s,ns_sites,s_sites,ffd,ffd_sites
9746,2,PF3D7_0530500,PF3D7_0530500.1,PPRFG01_0531700_t1,4.950941526263628,6,3,2506.666666666667,520.3333333333305,1,178.0
19497,4,PF3D7_1114500,PF3D7_1114500.1,PPRFG01_1115200_t1,4.950934579439252,3,2,1052.3333333333314,231.66666666666725,1,93.0
19645,4,PF3D7_1222900,PF3D7_1222900.1,PPRFG01_1231900_t1,4.9509018036072145,3,6,1243.3333333333335,253.66666666666723,1,72.0
19338,4,PF3D7_1027900,PF3D7_1027900.1,PPRFG01_1029000_t1,4.950877192982456,2,0,686.9999999999994,168.00000000000009,0,87.0
6536,1,PF3D7_1246500,PF3D7_1246500.1,PPRFG01_1208900_t1,4.950704225352113,4,5,1385.0000000000007,319.0000000000002,3,143.0
21765,5,PF3D7_1217000,PF3D7_1217000.1,PPRFG01_1237900_t1,4.950704225352113,1,0,353.0,73.0,0,26.0
11321,3,PF3D7_0210300,PF3D7_0210300.1,PPRFG01_0210300_t1,4.950704225352113,2,2,675.9999999999997,176.00000000000003,1,97.0
20448,5,PF3D7_0105200,PF3D7_0105200.1,PPRFG01_0103600_t1,4.950704225352113,4,3,1391.6666666666697,312.333333333333,0,124.0
23048,6,PF3D7_1033500,PF3D7_1033500.1,PPRFG01_1034600_t1,4.950634696755994,5,3,1760.0000000000077,366.9999999999993,2,139.0
20687,5,PF3D7_0418100,PF3D7_0418100.1,PPRFG01_0415400_t1,4.9506276150627615,4,12,2991.666666666649,590.3333333333336,2,192.0
15328,3,PF3D7_1112800,PF3D7_1112800.1,PPRFG01_1113500_t1,4.950574712643678,2,1,1073.6666666666656,231.33333333333363,1,85.0
22995,6,PF3D7_1013500,PF3D7_1013500.1,PPRFG01_1014600_t1,4.9505415162454875,8,10,3448.333333333304,706.6666666666691,4,253.0
18989,4,PF3D7_0914700,PF3D7_0914700.1,PPRFG01_0913600_t1,4.950485436893204,2,6,1228.0000000000002,313.99999999999994,3,170.0
20578,5,PF3D7_0310300,PF3D7_0310300.1,PPRFG01_0311600_t1,4.950434782608696,6,5,2865.6666666666542,584.3333333333308,2,221.0
20206,4,PF3D7_1406600,PF3D7_1406600.1,PPRFG01_1407000_t1,4.950413223140496,8,11,3275.333333333315,717.66666666667,6,287.0
15077,3,PF3D7_0931800,PF3D7_0931800.1,PPRFG01_0930800_t1,4.950354609929078,2,0,689.9999999999994,156.0,0,73.0
19955,4,PF3D7_1325600,PF3D7_1325600.1,PPRFG01_1327500_t1,4.950354609929078,1,0,338.6666666666667,84.33333333333334,0,38.0
21534,5,PF3D7_1018100,PF3D7_1018100.1,PPRFG01_1019200_t1,4.950354609929078,2,1,699.9999999999995,145.9999999999998,0,51.0
19539,4,PF3D7_1129800,PF3D7_1129800.1,PPRFG01_1130600_t1,4.950354609929078,2,1,695.3333333333325,150.6666666666667,0,55.0
18452,4,PF3D7_0713600,PF3D7_0713600.1,PPRFG01_0713000_t1,4.950273224043716,6,12,2277.3333333333353,467.66666666666487,5,172.0
21613,5,PF3D7_1106700,PF3D7_1106700.1,PPRFG01_1107400_t1,4.9501953125,6,10,2540.000000000003,531.999999999997,2,188.0
17705,4,PF3D7_0302600,PF3D7_0302600.1,PPRFG01_0303900_t1,4.95018315018315,8,19,3367.99999999998,724.0000000000022,10,280.0
10413,2,PF3D7_0905000,PF3D7_0905000.1,PPRFG01_0903900_t1,4.950177935943061,2,2,705.3333333333323,137.66666666666652,1,37.0
22770,6,PF3D7_0624600,PF3D7_0624600.1,PPRFG01_0623200_t1,4.950165502022802,4,25,6724.0000000001255,1402.9999999999823,7,573.0
12178,3,PF3D7_0311600,PF3D7_0311600.1,PPRFG01_0312900_t1,4.95014245014245,5,3,1724.3333333333392,381.6666666666656,1,152.0
19641,4,PF3D7_1221800,PF3D7_1221800.1,PPRFG01_1233000_t1,4.95014245014245,5,2,1734.6666666666733,371.3333333333322,1,162.0
22051,5,PF3D7_1320800,PF3D7_1320800.1,PPRFG01_1322700_t1,4.950118764845605,3,4,1004.9999999999991,258.00000000000017,4,138.0
12174,3,PF3D7_0307800,PF3D7_0307800.1,PPRFG01_0309100_t1,4.950072358900145,4,7,1697.6666666666722,375.33333333333246,4,162.0
18012,4,PF3D7_0413800,PF3D7_0413800.1,PPRFG01_0026500_t1,4.95,2,1,679.3333333333329,160.66666666666666,0,71.0
21562,5,PF3D7_1025300,PF3D7_1025300.1,PPRFG01_1026500_t1,4.95,4,8,2290.6666666666742,463.3333333333302,2,160.0
22002,5,PF3D7_1305100,PF3D7_1305100.1,PPRFG01_1306900_t1,4.95,3,5,1040.9999999999977,219.00000000000023,1,84.0
22027,5,PF3D7_1312300,PF3D7_1312300.1,PPRFG01_1314200_t1,4.95,2,7,683.3333333333329,156.66666666666669,3,69.0
23416,6,PF3D7_1312900,PF3D7_1312900.1,PPRFG01_1314800_t1,4.949800796812749,3,13,3165.6666666666524,587.3333333333314,1,221.0
22142,5,PF3D7_1353400,PF3D7_1353400.1,PPRFG01_1355300_t1,4.949742268041237,5,10,2932.666666666652,550.3333333333297,2,175.0
14727,3,PF3D7_0805300,PF3D7_0805300.1,PPRFG01_0806300_t1,4.949680511182109,9,7,3168.6666666666442,587.3333333333308,0,172.0
23494,6,PF3D7_1358400,PF3D7_1358400.1,PPRFG01_1360200_t1,4.9496402877697845,1,3,347.66666666666686,69.3333333333333,1,25.0
21155,5,PF3D7_0808400,PF3D7_0808400.1,PPRFG01_0809500_t1,4.9496402877697845,2,1,691.6666666666656,142.33333333333337,1,45.0
23223,6,PF3D7_1233800,PF3D7_1233800.1,PPRFG01_1221000_t1,4.9496402877697845,1,0,348.3333333333336,68.66666666666669,0,23.0
19993,4,PF3D7_1340100,PF3D7_1340100.1,PPRFG01_1342000_t1,4.9496402877697845,2,5,666.9999999999999,166.99999999999997,4,84.0
15040,3,PF3D7_0906890,PF3D7_0906890.1,PPRFG01_0905800_t1,4.9496402877697845,1,0,350.6666666666669,66.33333333333334,0,18.0
22981,6,PF3D7_1005900,PF3D7_1005900.1,PPRFG01_1007100_t1,4.949606299212598,3,3,1558.0000000000045,343.999999999999,1,155.0
22121,5,PF3D7_1347600,PF3D7_1347600.1,PPRFG01_1349500_t1,4.949458483754513,2,3,678.3333333333329,152.66666666666666,2,71.0
20732,5,PF3D7_0509100,PF3D7_0509100.1,PPRFG01_0510400_t1,4.9493559718969555,6,7,4237.666666666625,877.3333333333428,1,323.0
7861,1,PF3D7_1401100,PF3D7_1401100.1,PPRFG01_1401400_t1,4.949275362318841,2,0,673.3333333333334,154.66666666666666,0,67.0
18982,4,PF3D7_0911800,PF3D7_0911800.1,PPRFG01_0910800_t1,4.949275362318841,2,3,684.6666666666665,143.33333333333323,1,52.0
18482,4,PF3D7_0728200,PF3D7_0728200.1,PPRFG01_0727400_t1,4.949275362318841,4,5,1369.3333333333342,286.66666666666737,2,116.0
10977,3,PF3D7_0102700,PF3D7_0102700.1,PPRFG01_0101100_t1,4.949275362318841,2,2,697.999999999999,129.99999999999972,0,50.0
23082,6,PF3D7_1115200,PF3D7_1115200.1,PPRFG01_1115900_t1,4.949238578680203,5,3,1937.0000000000068,426.99999999999915,0,191.0
22931,6,PF3D7_0911200,PF3D7_0911200.1,PPRFG01_0910200_t1,4.949238578680203,1,2,492.00000000000085,98.99999999999989,0,32.0
21733,5,PF3D7_1202300,PF3D7_1202300.1,PPRFG01_1252500_t1,4.949195522910109,34,41,14228.333333332808,2907.6666666667134,9,952.0
22863,6,PF3D7_0806800,PF3D7_0806800.1,PPRFG01_0807900_t1,4.949192782526116,4,4,2572.9999999999955,576.9999999999985,2,258.0
20601,5,PF3D7_0314000,PF3D7_0314000.1,PPRFG01_0315300_t1,4.949090909090909,2,1,675.999999999999,149.00000000000014,1,74.0
13340,3,PF3D7_0417000,PF3D7_0417000.1,PPRFG01_0414300_t1,4.949090909090909,2,1,677.3333333333331,147.66666666666669,0,61.0
18163,4,PF3D7_0504500,PF3D7_0504500.1,PPRFG01_0505900_t1,4.949090909090909,2,0,664.0000000000002,160.99999999999991,0,79.0
19814,4,PF3D7_1252100,PF3D7_1252100.1,PPRFG01_1203300_t1,4.949090909090909,10,11,3371.999999999976,753.0000000000035,5,325.0
19806,4,PF3D7_1246100,PF3D7_1246100.1,PPRFG01_1209300_t1,4.949066213921902,1,5,1437.666666666669,329.3333333333327,2,141.0
22412,6,PF3D7_0111400,PF3D7_0111400.1,PPRFG01_0109700_t1,4.949008498583569,2,5,1777.3333333333394,337.6666666666663,1,100.0
10856,2,PF3D7_1353200,PF3D7_1353200.1,PPRFG01_1355100_t1,4.9489051094890515,1,2,327.33333333333354,83.66666666666661,0,49.0
22858,6,PF3D7_0806500,PF3D7_0806500.1,PPRFG01_0807600_t1,4.948888888888889,4,7,1648.666666666672,376.3333333333319,4,191.0
17644,4,PF3D7_0203600,PF3D7_0203600.1,PPRFG01_0203700_t1,4.948818897637795,3,5,1587.0000000000032,317.9999999999995,0,102.0
20234,4,PF3D7_1417100,PF3D7_1417100.1,PPRFG01_1417500_t1,4.948717948717949,2,0,676.333333333333,142.66666666666663,0,53.0
20836,5,PF3D7_0607900,PF3D7_0607900.1,PPRFG01_0606500_t1,4.948538011695907,5,3,2155.000000000009,409.99999999999824,1,119.0
20708,5,PF3D7_0423700,PF3D7_0423700.1,PPRFG01_0421400_t1,4.948529411764706,1,1,326.0000000000001,82.0,1,51.0
23398,6,PF3D7_1250200,PF3D7_1250200.1,PPRFG01_1205200_t1,4.9485081809432145,2,15,2529.0000000000005,579.0000000000002,4,265.0
23261,6,PF3D7_1239800,PF3D7_1239800.1,PPRFG01_1215000_t1,4.948425813184902,27,35,14489.99999999953,2724.0000000000305,9,666.0
17410,3,PF3D7_1437500,PF3D7_1437500.1,PPRFG01_1438200_t1,4.948339483394834,2,1,651.333333333333,161.66666666666669,1,79.0
23610,6,PF3D7_1445000,PF3D7_1445000.1,PPRFG01_1445700_t1,4.948275862068965,3,3,997.3333333333309,220.666666666667,2,86.0
18726,4,PF3D7_0802300,PF3D7_0802300.1,PPRFG01_0803300_t1,4.948260481712756,6,6,2728.999999999993,634.0000000000008,2,291.0
23434,6,PF3D7_1322500,PF3D7_1322500.1,PPRFG01_1324400_t1,4.9482248520710055,5,2,1657.0000000000025,370.99999999999966,1,155.0
22385,5,PF3D7_1475500,PF3D7_1475500.1,PPRFG01_1476000_t1,4.948148148148148,12,6,3929.666666666628,930.3333333333429,2,449.0
18317,4,PF3D7_0630200,PF3D7_0630200.1,PPRFG01_0628900_t1,4.948148148148148,1,1,331.3333333333333,73.66666666666667,0,33.0
22678,6,PF3D7_0506300,PF3D7_0506300.1,PPRFG01_0507700_t1,4.9481012658227845,1,4,978.666666666665,206.33333333333348,1,74.0
22970,6,PF3D7_0933000,PF3D7_0933000.1,PPRFG01_0932000_t1,4.948094612352168,4,7,1886.3333333333437,393.6666666666654,1,167.0
21311,5,PF3D7_0821600,PF3D7_0821600.1,PPRFG01_0823100_t1,4.948071216617211,4,10,1659.0000000000052,362.99999999999994,1,156.0
17372,3,PF3D7_1416800,PF3D7_1416800.1,PPRFG01_1417200_t1,4.948071216617211,5,4,1642.000000000006,379.99999999999886,1,173.0
10911,2,PF3D7_1413000,PF3D7_1413000.1,PPRFG01_1413400_t1,4.947983014861996,3,4,1166.6666666666652,246.333333333334,2,106.0
23380,6,PF3D7_1244700,PF3D7_1244700.1,PPRFG01_1210700_t1,4.947963800904978,0,3,548.6666666666674,111.33333333333316,2,48.0
15010,3,PF3D7_0901800,PF3D7_0901800.1,PPRFG01_0900700_t1,4.947955390334572,2,2,665.9999999999999,140.99999999999994,1,55.0
17209,3,PF3D7_1314100,PF3D7_1314100.1,PPRFG01_1316000_t1,4.947930574098798,5,8,1839.0000000000077,407.9999999999985,1,155.0
18472,4,PF3D7_0722100,PF3D7_0722100.1,PPRFG01_0721300_t1,4.947890818858561,3,3,988.6666666666644,220.33333333333368,2,93.0
23481,6,PF3D7_1344900,PF3D7_1344900.1,PPRFG01_1346800_t1,4.947846567967699,9,12,3740.333333333299,714.6666666666695,3,235.0
17270,3,PF3D7_1344100,PF3D7_1344100.1,PPRFG01_1346000_t1,4.947826086956522,6,2,1981.3333333333435,433.6666666666647,1,180.0
10853,2,PF3D7_1351800,PF3D7_1351800.1,PPRFG01_1353700_t1,4.947826086956522,1,1,571.3333333333333,118.6666666666664,0,47.0
18779,4,PF3D7_0824200,PF3D7_0824200.1,PPRFG01_0825700_t1,4.947794779477948,7,12,2767.66666666666,565.3333333333305,3,199.0
20926,5,PF3D7_0706700,PF3D7_0706700.1,PPRFG01_0706200_t1,4.947761194029851,6,7,2120.6666666666715,492.3333333333318,1,208.0
11002,3,PF3D7_0113700,PF3D7_0113700.1,PPRFG01_0112000_t1,4.947761194029851,3,2,979.3333333333316,226.6666666666669,1,107.0
21479,5,PF3D7_0933400,PF3D7_0933400.1,PPRFG01_0932400_t1,4.947761194029851,2,1,659.6666666666663,144.33333333333326,1,51.0
15826,3,PF3D7_1251400,PF3D7_1251400.1,PPRFG01_1204000_t1,4.947761194029851,3,2,1159.3333333333312,247.66666666666725,0,92.0
20248,4,PF3D7_1423100,PF3D7_1423100.1,PPRFG01_1423600_t1,4.947546531302876,4,4,1450.6666666666677,322.3333333333331,3,134.0
17446,3,PF3D7_1460100,PF3D7_1460100.1,PPRFG01_1460800_t1,4.947530864197531,2,2,797.6666666666653,174.33333333333348,0,77.0
23615,6,PF3D7_1446300,PF3D7_1446300.1,PPRFG01_1447000_t1,4.9475230898404705,8,9,2949.333333333338,623.6666666666655,1,237.0
14729,3,PF3D7_0808200,PF3D7_0808200.1,PPRFG01_0809300_t1,4.947415329768271,3,8,1350.0000000000016,332.99999999999943,5,177.0
20907,5,PF3D7_0629100,PF3D7_0629100.1,PPRFG01_0627800_t1,4.947368421052632,5,8,1622.0000000000043,372.99999999999875,5,169.0
20698,5,PF3D7_0420400,PF3D7_0420400.1,PPRFG01_0417700_t1,4.947368421052632,2,2,659.6666666666664,138.33333333333334,0,52.0
22356,5,PF3D7_1465800,PF3D7_1465800.1,PPRFG01_1466400_t1,4.947340015420201,38,48,16125.666666665984,3305.333333333431,11,1161.0
22528,6,PF3D7_0204000,PF3D7_0204000.1,PPRFG01_0204100_t1,4.947302383939774,6,2,1992.3333333333453,398.6666666666653,1,130.0
21970,5,PF3D7_1247300,PF3D7_1247300.1,PPRFG01_1208100_t1,4.947269303201507,4,3,1300.6666666666658,292.33333333333377,2,115.0
22682,6,PF3D7_0506800,PF3D7_0506800.1,PPRFG01_0508100_t1,4.947255113024758,7,5,2299.333333333339,487.6666666666636,3,194.0
10538,2,PF3D7_1017200,PF3D7_1017200.1,PPRFG01_1018300_t1,4.947169811320754,4,2,1302.3333333333362,287.66666666666646,1,113.0
17684,4,PF3D7_0215800,PF3D7_0215800.1,PPRFG01_0215900_t1,4.947163515016685,5,7,2197.333333333339,496.6666666666655,3,217.0
20284,4,PF3D7_1441100,PF3D7_1441100.1,PPRFG01_1441800_t1,4.947136563876652,1,8,591.0000000000005,89.9999999999999,0,21.0
19322,4,PF3D7_1020700,PF3D7_1020700.1,PPRFG01_1021800_t1,4.947077409162717,9,12,3124.9999999999764,673.0000000000019,8,255.0
19963,4,PF3D7_1328400,PF3D7_1328400.1,PPRFG01_1330400_t1,4.947,2,2,1248.6666666666654,251.33333333333363,1,90.0
15320,3,PF3D7_1105900,PF3D7_1105900.1,PPRFG01_1106600_t1,4.946969696969697,1,1,306.66666666666646,89.33333333333333,1,56.0
19921,4,PF3D7_1313700,PF3D7_1313700.1,PPRFG01_1315600_t1,4.946969696969697,2,2,642.3333333333333,149.66666666666663,1,70.0
23224,6,PF3D7_1233900,PF3D7_1233900.1,PPRFG01_1220900_t1,4.946881091617934,6,6,2572.333333333333,502.66666666666345,2,176.0
13337,3,PF3D7_0414400,PF3D7_0414400.1,PPRFG01_0027200_t1,4.946646341463414,2,0,808.3333333333316,175.66666666666688,0,78.0
21814,5,PF3D7_1232100,PF3D7_1232100.1,PPRFG01_1222600_t1,4.946587537091988,2,2,827.6666666666645,183.33333333333385,0,84.0
20821,5,PF3D7_0530200,PF3D7_0530200.1,PPRFG01_0531400_t1,4.9465648854961835,4,4,1250.3333333333342,321.66666666666634,1,176.0
21776,5,PF3D7_1221400,PF3D7_1221400.1,PPRFG01_1233400_t1,4.9465648854961835,4,2,1255.3333333333335,316.66666666666674,0,183.0
18197,4,PF3D7_0517300,PF3D7_0517300.1,PPRFG01_0518700_t1,4.9465648854961835,1,0,316.6666666666666,76.33333333333336,0,44.0
20769,5,PF3D7_0518200,PF3D7_0518200.1,PPRFG01_0519600_t1,4.9465648854961835,1,0,321.3333333333334,71.66666666666669,0,31.0
4362,1,PF3D7_0906910,PF3D7_0906910.1,PPRFG01_0905900_t1,4.9465648854961835,2,2,649.9999999999999,135.9999999999999,1,53.0
17739,4,PF3D7_0314800,PF3D7_0314800.1,PPRFG01_0316200_t1,4.946550048590865,6,3,2587.3333333333317,499.6666666666621,1,164.0
21523,5,PF3D7_1011600,PF3D7_1011600.1,PPRFG01_1012700_t1,4.946401225114855,5,2,1618.000000000005,340.9999999999993,1,118.0
22240,5,PF3D7_1422800,PF3D7_1422800.1,PPRFG01_1423300_t1,4.946360153256705,4,1,1278.6666666666647,287.3333333333338,1,121.0
7820,1,PF3D7_1332100,PF3D7_1332100.1,PPRFG01_1334100_t1,4.946360153256705,4,4,1261.999999999998,304.00000000000057,3,132.0
13670,3,PF3D7_0524900,PF3D7_0524900.1,PPRFG01_0526100_t1,4.946356275303644,7,9,2453.3333333333308,510.6666666666643,5,211.0
19335,4,PF3D7_1024300,PF3D7_1024300.1,PPRFG01_1025500_t1,4.946153846153846,1,0,325.33333333333326,64.66666666666669,0,27.0
20548,5,PF3D7_0217900,PF3D7_0217900.1,PPRFG01_0218000_t1,4.946050096339114,4,2,1261.9999999999995,295.00000000000006,2,149.0
21798,5,PF3D7_1228300,PF3D7_1228300.1,PPRFG01_1226500_t1,4.946050096339114,4,16,2569.666666666663,541.3333333333295,3,216.0
22743,6,PF3D7_0612800,PF3D7_0612800.1,PPRFG01_0611600_t1,4.94579945799458,2,1,911.9999999999977,195.00000000000006,0,75.0
22612,6,PF3D7_0321100,PF3D7_0321100.1,PPRFG01_0322600_t1,4.945770065075922,11,6,4629.666666666651,902.3333333333441,3,298.0
22057,5,PF3D7_1323500,PF3D7_1323500.1,PPRFG01_1325400_t1,4.945762711864407,3,5,1438.6666666666679,328.3333333333332,3,151.0
21695,5,PF3D7_1133800,PF3D7_1133800.1,PPRFG01_1134600_t1,4.945740956826138,6,9,2129.000000000006,441.999999999999,4,160.0
22370,5,PF3D7_1471500,PF3D7_1471500.1,PPRFG01_1472100_t1,4.945736434108527,1,1,309.3333333333332,77.66666666666671,1,44.0
10423,2,PF3D7_0907300,PF3D7_0907300.1,PPRFG01_0906300_t1,4.945736434108527,2,6,643.6666666666664,130.33333333333314,5,40.0
18769,4,PF3D7_0819500,PF3D7_0819500.1,PPRFG01_0821000_t1,4.94559585492228,3,3,947.6666666666656,210.33333333333346,1,87.0
23006,6,PF3D7_1018800,PF3D7_1018800.1,PPRFG01_1019900_t1,4.945467422096317,5,3,1760.6666666666736,357.3333333333332,1,136.0
15154,3,PF3D7_1020300,PF3D7_1020300.1,PPRFG01_1021400_t1,4.945383615084525,6,10,1887.3333333333371,419.666666666666,4,199.0
22319,5,PF3D7_1454000,PF3D7_1454000.1,PPRFG01_1454700_t1,4.945205479452055,4,4,1262.3333333333333,270.6666666666671,3,118.0
23554,6,PF3D7_1419100,PF3D7_1419100.1,PPRFG01_1419500_t1,4.945198836081475,7,9,2565.6666666666624,527.3333333333303,4,179.0
22748,6,PF3D7_0614400,PF3D7_0614400.1,PPRFG01_0613200_t1,4.9450980392156865,2,1,641.6666666666663,123.33333333333312,1,41.0
21087,5,PF3D7_0720100,PF3D7_0720100.1,PPRFG01_0719300_t1,4.9450980392156865,2,2,635.9999999999994,128.99999999999983,0,48.0
21320,5,PF3D7_0826500,PF3D7_0826500.1,PPRFG01_0828000_t1,4.944947209653092,6,19,3253.3333333333117,718.6666666666705,5,304.0
15377,3,PF3D7_1137900,PF3D7_1137900.1,PPRFG01_1138600_t1,4.94488188976378,6,3,1914.3333333333444,371.6666666666652,1,111.0
21659,5,PF3D7_1122700,PF3D7_1122700.1,PPRFG01_1123500_t1,4.94488188976378,2,0,623.3333333333326,138.66666666666677,0,63.0
20824,5,PF3D7_0530800,PF3D7_0530800.1,PPRFG01_0532100_t1,4.94488188976378,2,1,620.3333333333335,141.66666666666654,1,75.0
15639,3,PF3D7_1208000,PF3D7_1208000.1,PPRFG01_1246900_t1,4.94488188976378,1,0,313.33333333333314,67.6666666666667,0,23.0
10824,2,PF3D7_1303600,PF3D7_1303600.1,PPRFG01_1305400_t1,4.94488188976378,1,1,314.6666666666666,66.33333333333337,0,28.0
18207,4,PF3D7_0521800,PF3D7_0521800.1,PPRFG01_0523000_t1,4.94488188976378,5,6,1581.6666666666704,323.3333333333333,2,109.0
20382,4,PF3D7_1474800,PF3D7_1474800.1,PPRFG01_1475300_t1,4.94488188976378,2,3,612.3333333333328,149.6666666666668,3,78.0
22358,5,PF3D7_1468000,PF3D7_1468000.1,PPRFG01_1468600_t1,4.944755600814664,15,10,4915.3333333333385,976.6666666666798,3,296.0
14870,3,PF3D7_0823600,PF3D7_0823600.1,PPRFG01_0825100_t1,4.944700460829493,3,3,1066.333333333332,235.66666666666717,2,94.0
23096,6,PF3D7_1117100,PF3D7_1117100.1,PPRFG01_1117800_t1,4.94468546637744,3,7,1140.9999999999986,242.00000000000077,0,95.0
13655,3,PF3D7_0520700,PF3D7_0520700.1,PPRFG01_0521900_t1,4.944558521560575,6,4,2442.000000000002,476.99999999999727,1,148.0
22284,5,PF3D7_1440100,PF3D7_1440100.1,PPRFG01_1440800_t1,4.9445544554455445,7,3,2511.333333333338,518.666666666663,3,193.0
22341,5,PF3D7_1460800,PF3D7_1460800.1,PPRFG01_1461500_t1,4.944532488114104,4,3,1571.000000000004,321.99999999999943,1,123.0
17195,3,PF3D7_1304900,PF3D7_1304900.1,PPRFG01_1306700_t1,4.944444444444445,1,1,299.6666666666668,78.33333333333327,0,44.0
21099,5,PF3D7_0726600,PF3D7_0726600.1,PPRFG01_0725800_t1,4.9443631039531475,4,2,1702.6666666666708,346.3333333333329,1,131.0
21313,5,PF3D7_0822000,PF3D7_0822000.1,PPRFG01_0823500_t1,4.94434628975265,4,4,1397.66666666667,300.33333333333314,0,126.0
21964,5,PF3D7_1244900,PF3D7_1244900.1,PPRFG01_1210500_t1,4.944298820445609,5,2,1910.6666666666729,378.3333333333324,1,106.0
17435,3,PF3D7_1451900,PF3D7_1451900.1,PPRFG01_1452600_t1,4.944281524926686,7,5,2534.666666666669,534.3333333333308,4,221.0
20712,5,PF3D7_0504200,PF3D7_0504200.1,PPRFG01_0505600_t1,4.944223107569721,4,1,1223.0000000000002,283.0000000000002,1,119.0
21827,5,PF3D7_1237600,PF3D7_1237600.1,PPRFG01_1217200_t1,4.944223107569721,4,1,1239.3333333333346,266.6666666666669,0,112.0
21455,5,PF3D7_0927300,PF3D7_0927300.1,PPRFG01_0926100_t1,4.944199706314244,5,5,1653.6666666666697,389.3333333333325,2,188.0
22069,5,PF3D7_1328000,PF3D7_1328000.1,PPRFG01_1330000_t1,4.9441934026208765,12,11,5509.666666666717,1117.3333333333458,5,425.0
15837,3,PF3D7_1252800,PF3D7_1252800.1,PPRFG01_1202600_t1,4.944089456869009,5,1,1570.000000000006,308.0000000000002,1,101.0
22926,6,PF3D7_0908800,PF3D7_0908800.1,PPRFG01_0907800_t1,4.944067796610169,1,7,1453.3333333333367,310.66666666666725,2,129.0
20335,4,PF3D7_1456500,PF3D7_1456500.1,PPRFG01_1457200_t1,4.944048616932104,18,17,5939.66666666671,1218.3333333333314,4,418.0
20058,4,PF3D7_1363300,PF3D7_1363300.1,PPRFG01_1365000_t1,4.944,2,3,614.0000000000001,135.9999999999999,1,54.0
23145,6,PF3D7_1138500,PF3D7_1138500.1,PPRFG01_1139200_t1,4.943899782135076,5,10,2266.0000000000036,484.9999999999975,3,211.0
18772,4,PF3D7_0820400,PF3D7_0820400.1,PPRFG01_0821900_t1,4.943887775551103,4,4,1241.3333333333344,255.66666666666737,1,83.0
23137,6,PF3D7_1131100,PF3D7_1131100.1,PPRFG01_1132000_t1,4.94372574385511,4,18,1932.6666666666706,386.3333333333331,1,127.0
21501,5,PF3D7_1005500,PF3D7_1005500.1,PPRFG01_1006700_t1,4.943702290076335,9,13,3853.3333333333053,856.6666666666742,7,397.0
20471,5,PF3D7_0111600,PF3D7_0111600.1,PPRFG01_0109900_t1,4.943548387096774,2,1,628.3333333333328,115.66666666666653,0,25.0
19634,4,PF3D7_1218700,PF3D7_1218700.1,PPRFG01_1236200_t1,4.943548387096774,4,4,1248.3333333333333,239.6666666666675,1,78.0
22234,5,PF3D7_1421600,PF3D7_1421600.1,PPRFG01_1422100_t1,4.943548387096774,5,4,1720.3333333333428,325.66666666666634,2,94.0
14863,3,PF3D7_0821400,PF3D7_0821400.1,PPRFG01_0822900_t1,4.943548387096774,1,0,300.9999999999999,71.00000000000004,0,43.0
22237,5,PF3D7_1422300,PF3D7_1422300.1,PPRFG01_1422800_t1,4.943502824858757,1,2,885.6666666666645,176.3333333333336,1,60.0
21382,5,PF3D7_0908500,PF3D7_0908500.1,PPRFG01_0907500_t1,4.9434389140271495,3,0,1124.3333333333314,201.66666666666725,0,51.0
18974,4,PF3D7_0910400,PF3D7_0910400.1,PPRFG01_0909400_t1,4.943372483221476,8,12,2952.9999999999877,619.9999999999999,5,234.0
20607,5,PF3D7_0315400,PF3D7_0315400.1,PPRFG01_0316800_t1,4.94331983805668,1,0,620.3333333333334,120.66666666666642,0,43.0
20792,5,PF3D7_0525000,PF3D7_0525000.1,PPRFG01_0526200_t1,4.943181818181818,5,5,1763.6666666666742,348.33333333333275,2,158.0
20606,5,PF3D7_0315300,PF3D7_0315300.1,PPRFG01_0316700_t1,4.943123938879457,11,6,4434.666666666648,863.3333333333393,1,261.0
23422,6,PF3D7_1319100,PF3D7_1319100.1,PPRFG01_1321000_t1,4.943109987357775,0,16,1963.3333333333449,397.6666666666659,4,149.0
23603,6,PF3D7_1436300,PF3D7_1436300.1,PPRFG01_1437000_t1,4.943101711983887,6,5,2463.6666666666665,515.3333333333289,3,250.0
18321,4,PF3D7_0702400,PF3D7_0702400.1,PPRFG01_0701900_t1,4.943089430894309,1,1,299.3333333333333,69.66666666666667,0,36.0
22588,6,PF3D7_0308700,PF3D7_0308700.1,PPRFG01_0310000_t1,4.943089430894309,4,4,1215.3333333333328,260.6666666666674,3,116.0
21707,5,PF3D7_1140500,PF3D7_1140500.1,PPRFG01_1141200_t1,4.942997685185185,13,12,4288.999999999968,895.0000000000084,2,322.0
20937,5,PF3D7_0709700,PF3D7_0709700.1,PPRFG01_0709400_t1,4.942934782608695,3,1,892.6666666666646,211.33333333333383,1,106.0
10850,2,PF3D7_1349900,PF3D7_1349900.1,PPRFG01_1351800_t1,4.942934782608695,1,3,453.33333333333354,98.6666666666667,2,36.0
18960,4,PF3D7_0906200,PF3D7_0906200.1,PPRFG01_0905100_t1,4.942906574394463,4,4,1447.0000000000023,287.0000000000004,1,91.0
22771,6,PF3D7_0626400,PF3D7_0626400.1,PPRFG01_0625000_t1,4.942844677137871,7,8,2856.99999999999,580.9999999999976,1,210.0
19595,4,PF3D7_1203500,PF3D7_1203500.1,PPRFG01_1251300_t1,4.942727272727272,3,1,1345.3333333333335,304.66666666666714,0,125.0
