"Gene ID","source_id","Organism","Genomic Location (Gene)","Ortholog count","Paralog count","Ortholog Group"
"PF3D7_1452500","PF3D7_1452500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,151,389..2,154,604(-)","61","0","OG6_101619"
"PF3D7_1452600","PF3D7_1452600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,154,831..2,166,467(+)","37","0","OG6_532850"
"PF3D7_1452700","PF3D7_1452700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,167,219..2,169,997(+)","61","0","OG6_103742"
"PF3D7_1452800","PF3D7_1452800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,170,012..2,171,844(+)","61","0","OG6_116079"
"PF3D7_1452900","PF3D7_1452900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,171,480..2,172,584(-)","58","0","OG6_146153"
"PF3D7_1453000","PF3D7_1453000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,173,011..2,176,425(-)","57","0","OG6_533238"
"PF3D7_1453100","PF3D7_1453100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,176,837..2,178,729(-)","57","0","OG6_533007"
"PF3D7_1453200","PF3D7_1453200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,179,447..2,186,667(+)","65","0","OG6_532908"
"PF3D7_1453300","PF3D7_1453300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,187,385..2,187,615(+)","54","0","OG6_103811"
"PF3D7_1453400","PF3D7_1453400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,188,118..2,194,487(+)","50","0","OG6_533685"
"PF3D7_1453500","PF3D7_1453500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,194,694..2,198,480(-)","61","0","OG6_101345"
"PF3D7_1453600","PF3D7_1453600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,199,258..2,205,138(-)","61","0","OG6_532611"
"PF3D7_1453700","PF3D7_1453700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,206,046..2,209,273(+)","60","0","OG6_101574"
"PF3D7_1453800","PF3D7_1453800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,209,313..2,213,595(-)","61","0","OG6_100726"
"PF3D7_1453900","PF3D7_1453900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,213,606..2,218,299(+)","35","0","OG6_532985"
"PF3D7_1454000","PF3D7_1454000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,218,537..2,220,914(+)","61","0","OG6_103640"
"PF3D7_1454100","PF3D7_1454100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,221,060..2,222,279(+)","58","0","OG6_102602"
"PF3D7_1454200","PF3D7_1454200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,222,463..2,227,264(-)","60","0","OG6_532354"
"PF3D7_1454300","PF3D7_1454300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,228,509..2,231,910(+)","33","0","OG6_101957"
"PF3D7_1454400","PF3D7_1454400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,232,798..2,236,926(+)","61","0","OG6_100896"
"PF3D7_1454500","PF3D7_1454500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,237,754..2,239,406(+)","61","0","OG6_100973"
"PF3D7_1454600","PF3D7_1454600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,239,017..2,240,274(-)","61","0","OG6_134443"
"PF3D7_1454700","PF3D7_1454700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,240,977..2,243,543(+)","61","0","OG6_100975"
"PF3D7_1454800","PF3D7_1454800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,243,873..2,244,367(+)","61","0","OG6_532901"
"PF3D7_1454900","PF3D7_1454900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,244,961..2,245,795(-)","62","0","OG6_109961"
"PF3D7_1455000","PF3D7_1455000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,246,812..2,250,659(-)","60","0","OG6_151627"
"PF3D7_1455100","PF3D7_1455100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,250,677..2,251,978(-)","61","0","OG6_107960"
"PF3D7_1455200","PF3D7_1455200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,253,099..2,257,505(+)","122","1","OG6_100611"
"PF3D7_1455300","PF3D7_1455300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,258,680..2,262,632(+)","59","0","OG6_532830"
"PF3D7_1455400","PF3D7_1455400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,262,633..2,264,484(-)","61","0","OG6_100486"
"PF3D7_1455500","PF3D7_1455500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,266,347..2,270,851(+)","61","0","OG6_101228"
"PF3D7_1455600","PF3D7_1455600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,271,364..2,277,727(-)","59","0","OG6_124620"
"PF3D7_1455700","PF3D7_1455700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,278,074..2,282,652(-)","41","0","OG6_532311"
"PF3D7_1455800","PF3D7_1455800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,285,113..2,290,227(+)","63","0","OG6_127425"
"PF3D7_1455900","PF3D7_1455900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,290,465..2,293,029(-)","49","0","OG6_103960"
"PF3D7_1456100","PF3D7_1456100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,301,208..2,302,942(-)","62","0","OG6_533449"
"PF3D7_1456200","PF3D7_1456200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,303,352..2,306,919(+)","61","0","OG6_139489"
"PF3D7_1456300","PF3D7_1456300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,306,546..2,308,637(-)","62","0","OG6_532564"
"PF3D7_1456400","PF3D7_1456400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,309,181..2,312,472(-)","48","0","OG6_193163"
"PF3D7_1456500","PF3D7_1456500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,313,655..2,321,652(+)","55","0","OG6_533538"
"PF3D7_1456600","PF3D7_1456600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,321,953..2,322,798(-)","61","0","OG6_137163"
"PF3D7_1456700","PF3D7_1456700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,323,609..2,327,134(-)","61","0","OG6_146162"
"PF3D7_1456800","PF3D7_1456800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,329,251..2,332,697(-)","120","1","OG6_102049"
"PF3D7_1456900","PF3D7_1456900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,333,152..2,336,259(+)","59","0","OG6_102805"
"PF3D7_1457000","PF3D7_1457000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,336,071..2,339,501(-)","59","0","OG6_102328"
"PF3D7_1457100","PF3D7_1457100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,339,830..2,343,206(+)","28","0","OG6_532778"
"PF3D7_1457200","PF3D7_1457200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,343,508..2,344,657(-)","62","0","OG6_100096"
"PF3D7_1457300","PF3D7_1457300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,345,717..2,349,411(-)","61","0","OG6_103300"
"PF3D7_1457400","PF3D7_1457400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,349,282..2,360,424(+)","35","0","OG6_533628"
"PF3D7_1457500","PF3D7_1457500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,360,336..2,362,691(-)","60","0","OG6_100670"
"PF3D7_1457600","PF3D7_1457600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,363,337..2,365,373(+)","59","0","OG6_532529"
"PF3D7_1457700","PF3D7_1457700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,366,520..2,372,154(+)","53","0","OG6_532770"
"PF3D7_1457800","PF3D7_1457800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,372,222..2,374,557(-)","28","0","OG6_533049"
"PF3D7_1457900","PF3D7_1457900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,375,197..2,386,669(+)","34","0","OG6_533712"
"PF3D7_1458000","PF3D7_1458000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,387,106..2,389,942(+)","210","3","OG6_100116"
"PF3D7_1458100","PF3D7_1458100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,390,249..2,390,902(+)","52","0","OG6_106323"
"PF3D7_1458200","PF3D7_1458200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,391,118..2,392,039(+)","61","0","OG6_533377"
"PF3D7_1458300","PF3D7_1458300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,391,113..2,397,128(-)","60","0","OG6_533517"
"PF3D7_1458400","PF3D7_1458400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,397,349..2,399,312(-)","59","0","OG6_109057"
"PF3D7_1458500","PF3D7_1458500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,399,870..2,405,556(+)","52","0","OG6_105142"
"PF3D7_1458600","PF3D7_1458600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,406,002..2,410,561(+)","58","0","OG6_532422"
"PF3D7_1458700","PF3D7_1458700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,410,396..2,414,191(-)","61","0","OG6_106506"
"PF3D7_1458800","PF3D7_1458800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,414,388..2,418,536(-)","59","0","OG6_102756"
"PF3D7_1458900","PF3D7_1458900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,418,138..2,419,436(+)","61","0","OG6_101456"
"PF3D7_1459000","PF3D7_1459000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,420,234..2,423,452(+)","61","0","OG6_101341"
"PF3D7_1459100","PF3D7_1459100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,423,624..2,426,573(+)","70","0","OG6_102331"
"PF3D7_1459300","PF3D7_1459300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,431,187..2,433,077(+)","60","0","OG6_103296"
"PF3D7_1459400","PF3D7_1459400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,432,882..2,435,344(-)","60","0","OG6_142794"
"PF3D7_1459500","PF3D7_1459500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,436,695..2,439,616(+)","57","0","OG6_532622"
"PF3D7_1459600","PF3D7_1459600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,440,293..2,444,201(+)","61","0","OG6_138217"
"PF3D7_1459700","PF3D7_1459700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,444,059..2,446,716(-)","60","0","OG6_102975"
"PF3D7_1459800","PF3D7_1459800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,446,763..2,448,620(-)","61","0","OG6_103839"
"PF3D7_1459900","PF3D7_1459900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,449,937..2,451,312(-)","59","0","OG6_179359"
"PF3D7_1460000","PF3D7_1460000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,452,076..2,453,357(+)","117","1","OG6_100546"
"PF3D7_1460100","PF3D7_1460100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,454,639..2,456,200(+)","60","0","OG6_130934"
"PF3D7_1460200","PF3D7_1460200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,456,628..2,457,884(-)","61","0","OG6_139475"
"PF3D7_1460300","PF3D7_1460300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,459,048..2,460,369(-)","58","0","OG6_101591"
"PF3D7_1460400","PF3D7_1460400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,460,851..2,463,205(+)","61","0","OG6_101218"
"PF3D7_1460600","PF3D7_1460600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,473,732..2,475,410(+)","61","0","OG6_146150"
"PF3D7_1460700","PF3D7_1460700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,475,440..2,476,914(-)","60","0","OG6_101266"
"PF3D7_1460800","PF3D7_1460800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,477,828..2,479,750(-)","60","0","OG6_103413"
"PF3D7_1460900","PF3D7_1460900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,480,089..2,482,257(+)","121","1","OG6_100367"
"PF3D7_1460900","PF3D7_1460900.2","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,480,089..2,482,257(+)","121","1","OG6_100367"
"PF3D7_1461000","PF3D7_1461000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,482,286..2,485,604(+)","60","0","OG6_532836"
"PF3D7_1461100","PF3D7_1461100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,485,773..2,489,174(+)","55","0","OG6_532863"
"PF3D7_1461200","PF3D7_1461200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,489,191..2,490,622(+)","61","0","OG6_102070"
"PF3D7_1461300","PF3D7_1461300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,491,624..2,493,185(+)","61","0","OG6_101185"
"PF3D7_1461400","PF3D7_1461400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,493,244..2,495,035(-)","62","0","OG6_145964"
"PF3D7_1461500","PF3D7_1461500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,496,050..2,497,400(-)","60","0","OG6_103073"
"PF3D7_1461600","PF3D7_1461600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,497,683..2,500,871(-)","60","0","OG6_102282"
"PF3D7_1461700","PF3D7_1461700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,500,927..2,502,802(-)","57","0","OG6_533681"
"PF3D7_1461800","PF3D7_1461800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,503,209..2,514,031(+)","38","0","OG6_105253"
"PF3D7_1461900","PF3D7_1461900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,514,219..2,518,607(+)","67","0","OG6_100292"
"PF3D7_1462000","PF3D7_1462000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,518,392..2,518,757(-)","57","0","OG6_109211"
"PF3D7_1462100","PF3D7_1462100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,519,132..2,523,362(-)","58","0","OG6_533177"
"PF3D7_1462200","PF3D7_1462200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,523,606..2,524,550(+)","59","0","OG6_149567"
"PF3D7_1462300","PF3D7_1462300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,524,283..2,529,768(-)","59","0","OG6_117799"
"PF3D7_1462500","PF3D7_1462500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,544,824..2,549,785(-)","61","0","OG6_105954"
"PF3D7_1462600","PF3D7_1462600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,550,692..2,552,432(+)","60","0","OG6_533165"
"PF3D7_1462700","PF3D7_1462700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,553,386..2,555,456(-)","60","0","OG6_102032"
"PF3D7_1462800","PF3D7_1462800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,558,055..2,560,979(+)","59","0","OG6_100218"
"PF3D7_1463000","PF3D7_1463000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,565,034..2,566,641(-)","59","0","OG6_532804"
"PF3D7_1463200","PF3D7_1463200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,569,896..2,572,178(+)","129","1","OG6_100321"
"PF3D7_1463300","PF3D7_1463300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,572,705..2,574,812(+)","61","0","OG6_102459"
"PF3D7_1463400","PF3D7_1463400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,574,832..2,576,807(+)","59","0","OG6_122843"
"PF3D7_1463500","PF3D7_1463500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,576,989..2,580,007(+)","1818","0","OG6_100943"
"PF3D7_1463600","PF3D7_1463600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,580,110..2,580,600(-)","56","0","OG6_532951"
"PF3D7_1463700","PF3D7_1463700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,581,273..2,582,816(+)","66","0","OG6_102792"
"PF3D7_1463800","PF3D7_1463800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,582,882..2,583,629(-)","121","1","OG6_106210"
"PF3D7_1463900","PF3D7_1463900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,584,086..2,590,847(-)","60","0","OG6_134719"
"PF3D7_1464000","PF3D7_1464000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,591,296..2,594,206(-)","60","0","OG6_104390"
"PF3D7_1464100","PF3D7_1464100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,595,226..2,598,826(+)","25","0","OG6_532860"
"PF3D7_1464200","PF3D7_1464200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,598,842..2,600,315(-)","61","0","OG6_201707"
"PF3D7_1464300","PF3D7_1464300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,601,441..2,604,305(+)","54","0","OG6_533364"
"PF3D7_1464500","PF3D7_1464500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,606,120..2,618,737(+)","40","0","OG6_532739"
"PF3D7_1464600","PF3D7_1464600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,618,743..2,625,130(+)","59","0","OG6_133982"
"PF3D7_1464700","PF3D7_1464700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,624,850..2,627,233(-)","61","0","OG6_101546"
"PF3D7_1464800","PF3D7_1464800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,628,882..2,629,789(+)","60","0","OG6_105180"
"PF3D7_1464900","PF3D7_1464900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,630,071..2,633,518(-)","60","0","OG6_101196"
"PF3D7_1465000","PF3D7_1465000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,635,372..2,637,005(+)","61","0","OG6_139492"
"PF3D7_1465100","PF3D7_1465100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,637,018..2,640,318(+)","56","0","OG6_102906"
"PF3D7_1465200","PF3D7_1465200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,640,139..2,642,202(-)","60","0","OG6_146164"
"PF3D7_1465300","PF3D7_1465300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,642,400..2,646,605(+)","124","1","OG6_100263"
"PF3D7_1465400","PF3D7_1465400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,646,364..2,648,126(-)","58","0","OG6_179360"
"PF3D7_1465500","PF3D7_1465500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,650,755..2,655,140(+)","60","0","OG6_145632"
"PF3D7_1465600","PF3D7_1465600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,655,491..2,657,965(-)","60","0","OG6_532643"
"PF3D7_1465700","PF3D7_1465700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,658,255..2,660,911(-)","60","0","OG6_124673"
"PF3D7_1465800","PF3D7_1465800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,662,020..2,682,705(+)","381","4","OG6_100025"
"PF3D7_1465900","PF3D7_1465900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,683,497..2,685,654(+)","58","0","OG6_100514"
"PF3D7_1466000","PF3D7_1466000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,686,224..2,688,303(-)","59","0","OG6_158488"
"PF3D7_1466100","PF3D7_1466100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,689,986..2,693,898(+)","61","0","OG6_106601"
"PF3D7_1466200","PF3D7_1466200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,694,514..2,706,476(-)","54","0","OG6_196110"
"PF3D7_1466300","PF3D7_1466300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,709,036..2,713,626(+)","60","0","OG6_101410"
"PF3D7_1466500","PF3D7_1466500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,725,021..2,726,694(+)","59","0","OG6_533212"
"PF3D7_1466600","PF3D7_1466600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,726,800..2,727,642(-)","63","0","OG6_103778"
"PF3D7_1466700","PF3D7_1466700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,728,891..2,730,944(+)","60","0","OG6_102224"
"PF3D7_1466800","PF3D7_1466800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,731,557..2,735,622(+)","60","0","OG6_532825"
"PF3D7_1466900","PF3D7_1466900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,736,036..2,741,770(+)","52","0","OG6_533089"
"PF3D7_1467000","PF3D7_1467000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,742,387..2,745,257(+)","94","1","OG6_105090"
"PF3D7_1467100","PF3D7_1467100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,744,003..2,747,949(-)","60","0","OG6_104748"
"PF3D7_1467200","PF3D7_1467200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,748,205..2,750,150(+)","58","0","OG6_102801"
"PF3D7_1467300","PF3D7_1467300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,750,164..2,752,514(+)","60","0","OG6_105665"
"PF3D7_1467400","PF3D7_1467400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,752,541..2,754,593(-)","59","0","OG6_101227"
"PF3D7_1467500","PF3D7_1467500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,754,609..2,757,177(+)","59","0","OG6_102520"
"PF3D7_1467700","PF3D7_1467700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,765,528..2,766,792(+)","56","0","OG6_122964"
"PF3D7_1467800","PF3D7_1467800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,767,400..2,768,020(+)","59","0","OG6_215382"
"PF3D7_1467900","PF3D7_1467900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,770,650..2,777,339(+)","62","0","OG6_104315"
"PF3D7_1468000","PF3D7_1468000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,777,632..2,785,114(+)","65","0","OG6_103568"
"PF3D7_1468100","PF3D7_1468100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,785,386..2,797,934(-)","61","0","OG6_122533"
"PF3D7_1468200","PF3D7_1468200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,800,972..2,803,435(+)","60","0","OG6_103943"
"PF3D7_1468300","PF3D7_1468300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,803,593..2,804,613(+)","62","0","OG6_106382"
"PF3D7_1468400","PF3D7_1468400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,809,460..2,812,520(+)","47","0","OG6_148954"
"PF3D7_1468500","PF3D7_1468500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,812,237..2,814,434(-)","60","0","OG6_101672"
"PF3D7_1468600","PF3D7_1468600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,816,100..2,822,286(+)","37","0","OG6_533073"
"PF3D7_1468700","PF3D7_1468700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,824,250..2,826,936(+)","61","0","OG6_101294"
"PF3D7_1468800","PF3D7_1468800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,827,067..2,830,703(-)","61","0","OG6_101356"
"PF3D7_1468900","PF3D7_1468900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,831,386..2,834,620(-)","61","0","OG6_533723"
"PF3D7_1469000","PF3D7_1469000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,834,924..2,836,465(-)","60","0","OG6_106260"
"PF3D7_1469100","PF3D7_1469100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,837,195..2,838,651(+)","63","0","OG6_533148"
"PF3D7_1469200","PF3D7_1469200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,838,446..2,840,316(-)","120","1","OG6_105286"
"PF3D7_1469300","PF3D7_1469300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,840,696..2,842,391(-)","61","0","OG6_101323"
"PF3D7_1469400","PF3D7_1469400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,844,118..2,847,047(+)","44","0","OG6_132841"
"PF3D7_1469500","PF3D7_1469500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,846,840..2,849,422(-)","58","0","OG6_533396"
"PF3D7_1469600","PF3D7_1469600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,851,140..2,863,232(+)","59","0","OG6_101052"
"PF3D7_1469700","PF3D7_1469700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,863,545..2,865,220(+)","60","0","OG6_102673"
"PF3D7_1469800","PF3D7_1469800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,864,823..2,866,245(-)","61","0","OG6_148531"
"PF3D7_1469900","PF3D7_1469900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,866,150..2,868,183(+)","62","0","OG6_105134"
"PF3D7_1470000","PF3D7_1470000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,868,291..2,869,525(-)","56","0","OG6_103577"
"PF3D7_1470100","PF3D7_1470100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,869,766..2,878,218(+)","59","0","OG6_532309"
"PF3D7_1470200","PF3D7_1470200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,876,783..2,879,022(-)","37","0","OG6_533167"
"PF3D7_1470300","PF3D7_1470300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,879,219..2,880,783(+)","60","0","OG6_533039"
"PF3D7_1470400","PF3D7_1470400.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,879,948..2,881,746(-)","60","0","OG6_101975"
"PF3D7_1470500","PF3D7_1470500.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,881,612..2,886,576(+)","62","0","OG6_532416"
"PF3D7_1470600","PF3D7_1470600.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,886,759..2,889,065(-)","63","0","OG6_119630"
"PF3D7_1470700","PF3D7_1470700.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,889,233..2,892,070(+)","55","0","OG6_533704"
"PF3D7_1470800","PF3D7_1470800.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,892,097..2,896,218(-)","62","0","OG6_532696"
"PF3D7_1470900","PF3D7_1470900.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,896,770..2,898,795(+)","61","0","OG6_102061"
"PF3D7_1471000","PF3D7_1471000.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,901,717..2,903,840(+)","61","0","OG6_102522"
"PF3D7_1471100","PF3D7_1471100.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,903,947..2,907,414(-)","61","0","OG6_533581"
"PF3D7_1471200","PF3D7_1471200.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,911,299..2,915,962(+)","60","0","OG6_106724"
"PF3D7_1471300","PF3D7_1471300.1","Plasmodium falciparum 3D7","Pf3D7_14_v3:2,915,387..2,918,183(-)","60","0","OG6_533762"
