GENE	TRANS	NAME	NS	SYN	FFD	TOTAL_CODING_LENGTH	PROP_NS	PROP_SYN	PROP_FFD	STOP_CODONS	FULL_LENGTH	COORD	variable	value	ID	coding_length_adj
PF3D7_0319400	PF3D7_0319400.1	kinesin-8X	3334.833333	757.1666667	308	4092	0.814964158	0.185035842	0.075268817	1	4092	location=Pf3D7_03_v3:810081-814172(+)	4	0.6870229007633588	PF3D7_0319400	2811.297709923664
PF3D7_0317100	PF3D7_0317100.1	6-cysteine protein	2344.666667	565.3333333	219	2910	0.805727377	0.194272623	0.075257732	1	3201	location=Pf3D7_03_v3:686282-689482(+)	4	0.8186714542190305	PF3D7_0317100	2382.333931777379
PF3D7_0109800	PF3D7_0109800.1	phenylalanine--tRNA ligase alpha subunit	1395.166667	332.8333333	130	1728	0.807388117	0.192611883	0.075231481	1	1728	location=Pf3D7_01_v3:380697-382424(+)	5	0.675392670157068	PF3D7_0109800	1167.0785340314137
PF3D7_1434900	PF3D7_1434900.1	conserved Plasmodium protein, unknown function	791.8333333	192.1666667	74	984	0.804708672	0.195291328	0.075203252	1	1360	location=Pf3D7_14_v3:1411737-1413096(+)	2	0.8494983277591973	PF3D7_1434900	835.9063545150501
PF3D7_1317300	PF3D7_1317300.1	RNA-binding protein, putative	715.5	175.5	67	891	0.803030303	0.196969697	0.075196409	1	1435	location=Pf3D7_13_v3:730859-732293(-)	5	0.8291457286432161	PF3D7_1317300	738.7688442211056
PF3D7_1239900	PF3D7_1239900.1	vacuolar protein sorting-associated protein 16, putative	2496.0	603.0	233	3099	0.805421104	0.194578896	0.075185544	1	3099	location=Pf3D7_12_v3:1678438-1681536(-)	6	0.6086956521739131	PF3D7_1239900	1886.3478260869567
PF3D7_1345000	PF3D7_1345000.1	RING zinc finger protein, putative	821.1666667	189.8333333	76	1011	0.812232113	0.187767887	0.075173096	1	2459	location=Pf3D7_13_v3:1807159-1809617(+)	4	0.8297213622291022	PF3D7_1345000	838.8482972136223
PF3D7_1128400	PF3D7_1128400.1	bifunctional farnesyl/geranylgeranyl diphosphate synthase	904.1666667	226.8333333	85	1131	0.799440024	0.200559976	0.07515473	1	2290	location=Pf3D7_11_v3:1104216-1106505(-)	4	0.7869565217391304	PF3D7_1128400	890.0478260869565
PF3D7_1460900	PF3D7_1460900.2	ribosomal protein S10, apicoplast, putative	661.3333333	163.6666667	62	825	0.801616162	0.198383838	0.075151515	1	1477	location=Pf3D7_14_v3:2480440-2481916(+)	3	0.86	PF3D7_1460900	709.5
PF3D7_1460900	PF3D7_1460900.1	ribosomal protein S10, apicoplast, putative	647.3333333	159.6666667	59	807	0.802147873	0.197852127	0.073110285	1	1477	location=Pf3D7_14_v3:2480440-2481916(+)	3	0.86	PF3D7_1460900	694.02
PF3D7_1137500	PF3D7_1137500.1	ribosomal protein S14, apicoplast, putative	412.3333333	106.6666667	39	519	0.794476557	0.205523443	0.075144509	1	612	location=Pf3D7_11_v3:1473505-1474116(-)	4	0.8651685393258427	PF3D7_1137500	449.02247191011236
PF3D7_1022200	PF3D7_1022200.1	folate-biopterin transporter, putative	1504.166667	385.8333333	142	1890	0.795855379	0.204144621	0.075132275	1	2190	location=Pf3D7_10_v3:926831-929020(-)	4	0.7579462102689487	PF3D7_1022200	1432.518337408313
PF3D7_1340400	PF3D7_1340400.1	conserved Plasmodium protein, unknown function	930.8333333	227.1666667	87	1158	0.80382844	0.19617156	0.075129534	1	1275	location=Pf3D7_13_v3:1610715-1611989(-)	1	0.8270893371757925	PF3D7_1340400	957.7694524495677
PF3D7_1200800	PF3D7_1200800.1	serine/threonine protein kinase, FIKK family	1382.0	322.0	128	1704	0.811032864	0.188967136	0.075117371	1	2035	location=Pf3D7_12_v3:68808-70842(-)	2	0.8166089965397924	PF3D7_1200800	1391.5017301038063
PF3D7_1128300	PF3D7_1128300.1	ATP-dependent 6-phosphofructokinase	3806.166667	906.8333333	354	4713	0.807588938	0.192411062	0.075111394	1	5389	location=Pf3D7_11_v3:1098167-1103555(-)	4	0.8095744680851064	PF3D7_1128300	3815.5244680851065
PF3D7_1024800	PF3D7_1024800.1	exported protein 3	3588.666667	806.3333333	330	4395	0.81653394	0.18346606	0.075085324	1	4395	location=Pf3D7_10_v3:1034685-1039079(+)	6	0.797317436661699	PF3D7_1024800	3504.210134128167
PF3D7_1458200	PF3D7_1458200.1	conserved Plasmodium protein, unknown function	268.0	65.0	25	333	0.804804805	0.195195195	0.075075075	1	484	location=Pf3D7_14_v3:2391118-2391601(+)	4	0.8015267175572519	PF3D7_1458200	266.9083969465649
PF3D7_1368300	PF3D7_1368300.1	non-structural maintenance of chromosomes element 1, putative	558.6666667	134.3333333	52	693	0.806156806	0.193843194	0.075036075	1	1525	location=Pf3D7_13_v3:2717853-2719377(+)	5	0.8222222222222222	PF3D7_1368300	569.8
PF3D7_0820200	PF3D7_0820200.1	phosphatidylglycerophosphate synthase	1599.166667	386.8333333	149	1986	0.805219872	0.194780128	0.075025176	1	1986	location=Pf3D7_08_v3:912264-914249(-)	5	0.8127340823970037	PF3D7_0820200	1614.0898876404494
PF3D7_API04700	PF3D7_API04700.1	iron-sulfur cluster assembly protein SufB	1115.333333	297.6666667	106	1413	0.789337108	0.210662892	0.075017693	1	1413	location=Pf3D7_API_v3:22528-23940(-)	3	0.0	PF3D7_API04700	0.0
PF3D7_0529300	PF3D7_0529300.1	apicoplast TIC22 protein	675.0	165.0	63	840	0.803571429	0.196428571	0.075	1	1075	location=Pf3D7_05_v3:1196315-1197389(+)	5	0.8868778280542986	PF3D7_0529300	744.9773755656108
PF3D7_0907700	PF3D7_0907700.1	proteasome activator 28	675.6666667	164.3333333	63	840	0.804365079	0.195634921	0.075	1	840	location=Pf3D7_09_v3:364069-364908(-)	4	0.7301587301587301	PF3D7_0907700	613.3333333333333
PF3D7_1144300	PF3D7_1144300.1	60S ribosomal protein L41	97.5	22.5	9	120	0.8125	0.1875	0.075	1	666	location=Pf3D7_11_v3:1759257-1759922(-)	6	0.75	PF3D7_1144300	90.0
PF3D7_0902300	PF3D7_0902300.1	serine/threonine protein kinase, FIKK family	1472.5	354.5	137	1827	0.805966065	0.194033935	0.074986316	1	2102	location=Pf3D7_09_v3:102492-104593(-)	1	0.8075880758807588	PF3D7_0902300	1475.4634146341461
PF3D7_1118600	PF3D7_1118600.1	histone acetyltransferase MYST	1473.5	353.5	137	1827	0.80651341	0.19348659	0.074986316	1	1827	location=Pf3D7_11_v3:705556-707382(-)	5	0.7590361445783133	PF3D7_1118600	1386.7590361445782
PF3D7_1309600	PF3D7_1309600.1	ribosomal RNA methyltransferase, putative	693.0	174.0	65	867	0.799307958	0.200692042	0.074971165	1	867	location=Pf3D7_13_v3:438510-439376(+)	1	0.6945454545454546	PF3D7_1309600	602.1709090909092
PF3D7_0112200	PF3D7_0112200.1	multidrug resistance-associated protein 1	4385.333333	1083.666667	410	5469	0.801852868	0.198147132	0.074968001	1	5469	location=Pf3D7_01_v3:464726-470194(+)	3	0.5559157212317666	PF3D7_0112200	3040.3030794165315
PF3D7_0810800	PF3D7_0810800.1	hydroxymethyldihydropterin pyrophosphokinase-dihydropteroate synthase	1706.5	414.5	159	2121	0.804573314	0.195426686	0.074964639	1	2417	location=Pf3D7_08_v3:548200-550616(+)	3	0.6151079136690647	PF3D7_0810800	1304.6438848920861
PF3D7_0914800	PF3D7_0914800.1	GINS complex subunit Psf3, putative	501.1666667	125.8333333	47	627	0.799308878	0.200691122	0.074960128	1	627	location=Pf3D7_09_v3:633574-634200(-)	5	0.8125	PF3D7_0914800	509.4375
PF3D7_1250000	PF3D7_1250000.1	rRNA-processing protein FCF2, putative	415.1666667	91.83333333	38	507	0.818869165	0.181130835	0.07495069	1	507	location=Pf3D7_12_v3:2044120-2044626(+)	4	0.7642857142857142	PF3D7_1250000	387.49285714285713
PF3D7_1223400	PF3D7_1223400.1	phospholipid-transporting ATPase, putative	3917.666667	939.3333333	364	4857	0.806602155	0.193397845	0.074943381	1	5621	location=Pf3D7_12_v3:941125-946745(+)	6	0.6519871106337272	PF3D7_1223400	3166.7013963480126
PF3D7_0413900	PF3D7_0413900.1	ubiquitin carboxyl-terminal hydrolase 13, putative	2064.166667	497.8333333	192	2562	0.805685662	0.194314338	0.074941452	1	3059	location=Pf3D7_04_v3:623168-626226(-)	5	0.7339055793991416	PF3D7_0413900	1880.2660944206007
PF3D7_0819500	PF3D7_0819500.1	conserved protein, unknown function	936.8333333	224.1666667	87	1161	0.806919322	0.193080678	0.074935401	1	2801	location=Pf3D7_08_v3:881590-884390(+)	4	0.745945945945946	PF3D7_0819500	866.0432432432433
PF3D7_1449800	PF3D7_1449800.1	conserved protein, unknown function	434.6666667	99.33333333	40	534	0.813982522	0.186017478	0.074906367	1	534	location=Pf3D7_14_v3:2043009-2043542(+)	3	0.8296296296296296	PF3D7_1449800	443.0222222222222
PF3D7_0813300	PF3D7_0813300.1	NPL domain-containing protein, putative	780.8333333	167.1666667	71	948	0.823663854	0.176336146	0.074894515	1	1553	location=Pf3D7_08_v3:656078-657630(+)	6	0.7627118644067796	PF3D7_0813300	723.0508474576271
PF3D7_0208500	PF3D7_0208500.1	acyl carrier protein	335.8333333	78.16666667	31	414	0.811191626	0.188808374	0.074879227	1	793	location=Pf3D7_02_v3:352836-353628(+)	4	0.7547169811320755	PF3D7_0208500	312.4528301886793
PF3D7_0208800	PF3D7_0208800.1	protein P22, putative	571.0	137.0	53	708	0.806497175	0.193502825	0.074858757	1	708	location=Pf3D7_02_v3:359142-359849(+)	4	0.7426900584795322	PF3D7_0208800	525.8245614035088
PF3D7_1413000	PF3D7_1413000.1	conserved Plasmodium protein, unknown function	1158.5	257.5	106	1416	0.818149718	0.181850282	0.074858757	1	1416	location=Pf3D7_14_v3:523890-525305(-)	2	0.8113207547169812	PF3D7_1413000	1148.8301886792453
PF3D7_1143000	PF3D7_1143000.1	alpha/beta hydrolase, putative	927.6666667	221.3333333	86	1149	0.807368726	0.192631274	0.074847694	1	1149	location=Pf3D7_11_v3:1717546-1718694(+)	3	0.8590604026845637	PF3D7_1143000	987.0604026845638
PF3D7_1360500	PF3D7_1360500.1	guanylyl cyclase beta	7637.833333	1902.166667	714	9540	0.800611461	0.199388539	0.074842767	1	11938	location=Pf3D7_13_v3:2413324-2425261(+)	4	0.7874439461883408	PF3D7_1360500	7512.215246636772
PF3D7_1454100	PF3D7_1454100.1	tRNA intron endonuclease, putative	236.1666667	57.83333333	22	294	0.803287982	0.196712018	0.074829932	1	534	location=Pf3D7_14_v3:2221351-2221884(+)	5	0.8470588235294118	PF3D7_1454100	249.03529411764706
PF3D7_1203500	PF3D7_1203500.1	threonylcarbamoyl-AMP synthase, putative	1338.5	332.5	125	1671	0.801017355	0.198982645	0.074805506	1	1671	location=Pf3D7_12_v3:182298-183968(-)	4	0.8045977011494253	PF3D7_1203500	1344.4827586206898
PF3D7_1216700	PF3D7_1216700.1	perforin-like protein 2	2606.166667	615.8333333	241	3222	0.808866129	0.191133871	0.074798262	1	3222	location=Pf3D7_12_v3:663061-666282(+)	4	0.8200589970501475	PF3D7_1216700	2642.2300884955753
PF3D7_0206600	PF3D7_0206600.1	DNA-directed RNA polymerase III subunit RPC10, putative	258.6666667	62.33333333	24	321	0.805815161	0.194184839	0.074766355	1	542	location=Pf3D7_02_v3:270078-270619(-)	1	0.6818181818181818	PF3D7_0206600	218.86363636363635
PF3D7_0608400	PF3D7_0608400.1	respiratory chain complex 4 associated protein 4	259.1666667	61.83333333	24	321	0.807372793	0.192627207	0.074766355	1	570	location=Pf3D7_06_v3:349946-350515(-)	4	0.8292682926829268	PF3D7_0608400	266.1951219512195
PF3D7_1108200	PF3D7_1108200.1	D-tyrosyl-tRNA(Tyr) deacylase	400.1666667	94.83333333	37	495	0.808417508	0.191582492	0.074747475	1	495	location=Pf3D7_11_v3:361408-361902(+)	4	0.7763157894736842	PF3D7_1108200	384.27631578947364
PF3D7_0208700	PF3D7_0208700.1	SHS2 domain-containing protein, putative	540.5	128.5	50	669	0.807922272	0.192077728	0.074738416	1	1514	location=Pf3D7_02_v3:356501-358014(-)	5	0.823943661971831	PF3D7_0208700	551.2183098591549
PF3D7_1201100	PF3D7_1201100.1	RESA-like protein with PHIST and DnaJ domains	2177.333333	525.6666667	202	2703	0.805524726	0.194475274	0.07473178	1	3003	location=Pf3D7_12_v3:81449-84451(-)	2	0.831013916500994	PF3D7_1201100	2246.2306163021867
PF3D7_0517400	PF3D7_0517400.1	FACT complex subunit SPT16, putative	2782.333333	643.6666667	256	3426	0.812122981	0.187877019	0.074722709	1	3756	location=Pf3D7_05_v3:731407-735162(+)	5	0.5641025641025641	PF3D7_0517400	1932.6153846153845
PF3D7_0525000	PF3D7_0525000.1	zinc finger protein, putative	1747.833333	367.1666667	158	2115	0.826398739	0.173601261	0.074704492	1	2115	location=Pf3D7_05_v3:1036229-1038343(+)	5	0.8111111111111111	PF3D7_0525000	1715.5
PF3D7_1318700	PF3D7_1318700.1	protein AAP4	1828.5	421.5	168	2250	0.812666667	0.187333333	0.074666667	1	2250	location=Pf3D7_13_v3:770646-772895(-)	6	0.7979966611018364	PF3D7_1318700	1795.492487479132
PF3D7_1315700	PF3D7_1315700.1	tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRM61, putative	766.3333333	184.6666667	71	951	0.805818437	0.194181563	0.074658254	1	951	location=Pf3D7_13_v3:658595-659545(+)	4	0.7748917748917749	PF3D7_1315700	736.9220779220778
PF3D7_1458400	PF3D7_1458400.1	aminodeoxychorismate lyase	767.8333333	183.1666667	71	951	0.807395724	0.192604276	0.074658254	1	951	location=Pf3D7_14_v3:2397919-2398869(-)	2	0.8185483870967742	PF3D7_1458400	778.4395161290323
PF3D7_1037100	PF3D7_1037100.1	pyruvate kinase 2	1794.0	444.0	167	2238	0.801608579	0.198391421	0.074620197	1	2238	location=Pf3D7_10_v3:1469990-1472227(-)	3	0.7394957983193278	PF3D7_1037100	1654.9915966386554
PF3D7_1210300	PF3D7_1210300.1	conserved Plasmodium protein, unknown function	511.5	118.5	47	630	0.811904762	0.188095238	0.074603175	1	630	location=Pf3D7_12_v3:465115-465744(+)	3	0.7757575757575758	PF3D7_1210300	488.72727272727275
PF3D7_0209500	PF3D7_0209500.1	conserved Plasmodium protein, unknown function	1238.333333	276.6666667	113	1515	0.817381738	0.182618262	0.074587459	1	1515	location=Pf3D7_02_v3:391275-392789(-)	5	0.8670520231213873	PF3D7_0209500	1313.5838150289017
PF3D7_1219100	PF3D7_1219100.1	clathrin heavy chain, putative	4818.666667	1175.333333	447	5994	0.803915026	0.196084974	0.074574575	1	5994	location=Pf3D7_12_v3:757649-763642(+)	4	0.6935348446683459	PF3D7_1219100	4157.047858942065
PF3D7_0618400	PF3D7_0618400.1	LMBR1 domain-containing protein, putative	1422.166667	374.8333333	134	1797	0.791411612	0.208588388	0.074568726	1	2360	location=Pf3D7_06_v3:770147-772506(-)	1	0.7766798418972332	PF3D7_0618400	1395.693675889328
PF3D7_1477400	PF3D7_1477400.1	Plasmodium exported protein (PHIST), unknown function	730.8333333	181.1666667	68	912	0.801352339	0.198647661	0.074561404	1	1105	location=Pf3D7_14_v3:3183248-3184352(+)	1	0.868995633187773	PF3D7_1477400	792.5240174672489
PF3D7_0723700	PF3D7_0723700.1	metallo-hydrolase/oxidoreductase, putative	2503.833333	595.1666667	231	3099	0.807948801	0.192051199	0.074540174	1	3099	location=Pf3D7_07_v3:988145-991243(+)	6	0.8062730627306273	PF3D7_0723700	2498.6402214022137
PF3D7_0207200	PF3D7_0207200.1	iron-sulfur assembly protein, putative	391.6666667	91.33333333	36	483	0.810904072	0.189095928	0.074534161	1	483	location=Pf3D7_02_v3:288183-288665(-)	5	0.6436781609195402	PF3D7_0207200	310.8965517241379
PF3D7_1248600	PF3D7_1248600.1	conserved Plasmodium protein, unknown function	1791.333333	449.6666667	167	2241	0.79934553	0.20065447	0.074520303	1	2509	location=Pf3D7_12_v3:1988237-1990745(+)	5	0.8252911813643927	PF3D7_1248600	1849.477537437604
PF3D7_1234700	PF3D7_1234700.1	upregulated in late gametocytes ULG8	3059.0	712.0	281	3771	0.811190666	0.188809334	0.074516043	1	3961	location=Pf3D7_12_v3:1446375-1450335(-)	5	0.82171581769437	PF3D7_1234700	3098.6903485254693
PF3D7_1210000	PF3D7_1210000.1	50S ribosomal protein L1, apicoplast, putative	824.5	195.5	76	1020	0.808333333	0.191666667	0.074509804	1	1234	location=Pf3D7_12_v3:452595-453828(+)	4	0.8197424892703863	PF3D7_1210000	836.137339055794
PF3D7_0102600	PF3D7_0102600.1	serine/threonine protein kinase, FIKK family	1539.333333	353.6666667	141	1893	0.813171333	0.186828667	0.074484945	1	2209	location=Pf3D7_01_v3:119041-121249(-)	5	0.7835990888382688	PF3D7_0102600	1483.3530751708429
PF3D7_1216400	PF3D7_1216400.1	conserved Plasmodium membrane protein, unknown function	2219.5	546.5	206	2766	0.80242227	0.19757773	0.074475777	1	2766	location=Pf3D7_12_v3:653670-656435(+)	6	0.8303571428571429	PF3D7_1216400	2296.7678571428573
PF3D7_1321600	PF3D7_1321600.1	cGMP-specific 3',5'-cyclic phosphodiesterase gamma, putative	1853.833333	456.1666667	172	2310	0.802525253	0.197474747	0.074458874	1	3329	location=Pf3D7_13_v3:897716-901044(+)	4	0.7431192660550459	PF3D7_1321600	1716.605504587156
PF3D7_0205200	PF3D7_0205200.1	MORN repeat protein, putative	481.5	109.5	44	591	0.814720812	0.185279188	0.074450085	1	1026	location=Pf3D7_02_v3:217882-218907(-)	3	0.8352272727272727	PF3D7_0205200	493.6193181818182
PF3D7_1344100	PF3D7_1344100.1	TLD domain-containing protein, putative	1952.5	465.5	180	2418	0.807485525	0.192514475	0.074441687	1	2418	location=Pf3D7_13_v3:1764190-1766607(+)	3	0.7420749279538905	PF3D7_1344100	1794.3371757925072
PF3D7_0503300	PF3D7_0503300.1	serine/arginine-rich splicing factor 12	737.1666667	189.8333333	69	927	0.795217548	0.204782452	0.074433657	1	927	location=Pf3D7_05_v3:135004-135930(-)	4	0.7802197802197802	PF3D7_0503300	723.2637362637363
PF3D7_1147100	PF3D7_1147100.1	dynein light chain, putative	248.3333333	60.66666667	23	309	0.803667745	0.196332255	0.074433657	1	663	location=Pf3D7_11_v3:1870415-1871077(-)	4	0.7575757575757576	PF3D7_1147100	234.0909090909091
PF3D7_0102900	PF3D7_0102900.1	aspartate--tRNA ligase	1510.166667	370.8333333	140	1881	0.802853092	0.197146908	0.074428495	1	1881	location=Pf3D7_01_v3:128960-130840(-)	5	0.6577181208053692	PF3D7_0102900	1237.1677852348994
PF3D7_1113500	PF3D7_1113500.1	GTP-binding protein, putative	1686.166667	410.8333333	156	2097	0.804085201	0.195914799	0.074391989	1	2097	location=Pf3D7_11_v3:524492-526588(+)	4	0.7343234323432343	PF3D7_1113500	1539.8762376237623
PF3D7_1464600	PF3D7_1464600.1	serine/threonine protein phosphatase UIS2, putative	3502.333333	826.6666667	322	4329	0.809039809	0.190960191	0.074382074	1	4509	location=Pf3D7_14_v3:2619679-2624187(+)	6	0.7511032656663724	PF3D7_1464600	3251.526037069726
PF3D7_API01800	PF3D7_API01800.1	apicoplast ribosomal protein L16	310.5	79.5	29	390	0.796153846	0.203846154	0.074358974	1	390	location=Pf3D7_API_v3:4178-4567(+)	4	0.0	PF3D7_API01800	0.0
PF3D7_1236200	PF3D7_1236200.1	conserved Plasmodium protein, unknown function	3486.5	830.5	321	4317	0.807621033	0.192378967	0.074357192	1	4317	location=Pf3D7_12_v3:1512200-1516516(-)	6	0.8014268727705113	PF3D7_1236200	3459.7598097502973
PF3D7_0315900	PF3D7_0315900.1	conserved Plasmodium protein, unknown function	667.8333333	166.1666667	62	834	0.800759392	0.199240608	0.074340528	1	1083	location=Pf3D7_03_v3:644186-645268(+)	1	0.821917808219178	PF3D7_0315900	685.4794520547945
PF3D7_0908000	PF3D7_0908000.1	plasma membrane protein 1, putative	1011.5	239.5	93	1251	0.808553157	0.191446843	0.074340528	1	1685	location=Pf3D7_09_v3:369870-371554(-)	4	0.7993630573248408	PF3D7_0908000	1000.0031847133758
PF3D7_1031800	PF3D7_1031800.1	conserved protein, unknown function	1028.0	250.0	95	1278	0.804381847	0.195618153	0.074334898	1	1653	location=Pf3D7_10_v3:1282405-1284057(-)	6	0.8047337278106509	PF3D7_1031800	1028.4497041420118
PF3D7_1124400	PF3D7_1124400.1	U6 snRNA-associated Sm-like protein LSm1, putative	358.5	85.5	33	444	0.807432432	0.192567568	0.074324324	1	686	location=Pf3D7_11_v3:964675-965360(-)	3	0.7870370370370371	PF3D7_1124400	349.44444444444446
PF3D7_1428600	PF3D7_1428600.1	peptide chain release factor 1	736.8333333	178.1666667	68	915	0.805282332	0.194717668	0.07431694	1	1990	location=Pf3D7_14_v3:1127042-1129031(+)	5	0.8450704225352113	PF3D7_1428600	773.2394366197183
PF3D7_0615700	PF3D7_0615700.1	THO complex subunit 4, putative	376.1666667	94.83333333	35	471	0.798655343	0.201344657	0.074309979	1	1261	location=Pf3D7_06_v3:656376-657636(+)	2	0.8256880733944955	PF3D7_0615700	388.8990825688074
PF3D7_1001100	PF3D7_1001100.1	acyl-CoA binding protein, isoform 1, ACBP1	766.0	176.0	70	942	0.813163482	0.186836518	0.074309979	1	1155	location=Pf3D7_10_v3:67807-68961(-)	1	0.0	PF3D7_1001100	0.0
PF3D7_1001100	PF3D7_1001100.2	acyl-CoA binding protein, isoform 1, ACBP1	656.0	148.0	58	804	0.815920398	0.184079602	0.072139303	1	947	location=Pf3D7_10_v3:67807-68753(-)	1	0.0	PF3D7_1001100	0.0
PF3D7_0810600	PF3D7_0810600.1	ATP-dependent RNA helicase DBP1, putative	2303.833333	522.1666667	210	2826	0.815227648	0.184772352	0.074309979	1	2826	location=Pf3D7_08_v3:541971-544796(+)	4	0.6769911504424779	PF3D7_0810600	1913.1769911504425
PF3D7_1427400	PF3D7_1427400.2	conserved Plasmodium membrane protein, unknown function	1248.666667	326.3333333	117	1575	0.792804233	0.207195767	0.074285714	1	2365	location=Pf3D7_14_v3:1077357-1079721(-)	3	0.4503105590062112	PF3D7_1427400	709.2391304347826
PF3D7_1427400	PF3D7_1427400.1	conserved Plasmodium membrane protein, unknown function	1254.0	327.0	117	1581	0.79316888	0.20683112	0.074003795	1	2365	location=Pf3D7_14_v3:1077357-1079721(-)	3	0.4503105590062112	PF3D7_1427400	711.9409937888199
PF3D7_0516600	PF3D7_0516600.1	sporozoite surface antigen MB2	3916.666667	916.3333333	359	4833	0.810400717	0.189599283	0.074280985	1	4833	location=Pf3D7_05_v3:686810-691642(-)	4	0.8048016701461378	PF3D7_0516600	3889.606471816284
PF3D7_1315100	PF3D7_1315100.1	serine/threonine protein kinase PK9	887.8333333	216.1666667	82	1104	0.80419686	0.19580314	0.074275362	1	1104	location=Pf3D7_13_v3:638286-639389(+)	4	0.5737704918032787	PF3D7_1315100	633.4426229508197
PF3D7_1018000	PF3D7_1018000.1	tRNA pseudouridine synthase, putative	1350.333333	332.6666667	125	1683	0.802337096	0.197662904	0.074272133	1	1683	location=Pf3D7_10_v3:718454-720136(+)	6	0.7486631016042781	PF3D7_1018000	1260.0
PF3D7_1211000	PF3D7_1211000.1	kinesin-X3, putative	4511.5	1023.5	411	5535	0.815085818	0.184914182	0.074254743	1	5838	location=Pf3D7_12_v3:484065-489902(+)	6	0.7199354317998385	PF3D7_1211000	3984.8426150121063
PF3D7_0528900	PF3D7_0528900.1	conserved protein, unknown function	553.3333333	133.6666667	51	687	0.805434255	0.194565745	0.074235808	1	1724	location=Pf3D7_05_v3:1183916-1185639(-)	5	0.8117154811715481	PF3D7_0528900	557.6485355648535
PF3D7_0718700	PF3D7_0718700.1	conserved Plasmodium membrane protein, unknown function	1109.0	265.0	102	1374	0.80713246	0.19286754	0.074235808	1	1374	location=Pf3D7_07_v3:831549-832922(-)	3	0.8469055374592834	PF3D7_0718700	1163.6482084690554
PF3D7_1349000	PF3D7_1349000.1	conserved Plasmodium protein, unknown function	1147.833333	280.1666667	106	1428	0.803804855	0.196195145	0.074229692	1	2538	location=Pf3D7_13_v3:1966890-1969427(-)	5	0.8288043478260869	PF3D7_1349000	1183.532608695652
PF3D7_1237600	PF3D7_1237600.1	periodic tryptophan protein 1, putative	1222.833333	286.1666667	112	1509	0.810360062	0.189639938	0.074221339	1	1965	location=Pf3D7_12_v3:1568605-1570569(+)	5	0.835030549898167	PF3D7_1237600	1260.061099796334
PF3D7_0505200	PF3D7_0505200.1	actin-like protein, putative	1370.5	327.5	126	1698	0.807126031	0.192873969	0.074204947	1	1698	location=Pf3D7_05_v3:230695-232392(+)	2	0.7990654205607477	PF3D7_0505200	1356.8130841121497
PF3D7_1020400	PF3D7_1020400.1	rRNA (cytosine-C(5))-methyltransferase, putative	1459.5	346.5	134	1806	0.808139535	0.191860465	0.074197121	1	1992	location=Pf3D7_10_v3:822602-824593(-)	3	0.8013698630136986	PF3D7_1020400	1447.2739726027396
PF3D7_1341600	PF3D7_1341600.1	GPI mannosyltransferase 3	1880.5	480.5	175	2361	0.79648454	0.20351546	0.074121135	1	2361	location=Pf3D7_13_v3:1642119-1644479(+)	4	0.8797909407665505	PF3D7_1341600	2077.1864111498257
PF3D7_0202900	PF3D7_0202900.1	palmitoyltransferase DHHC12, putative	684.1666667	179.8333333	64	864	0.791859568	0.208140432	0.074074074	1	2266	location=Pf3D7_02_v3:138927-141192(+)	5	0.8421052631578947	PF3D7_0202900	727.578947368421
PF3D7_1015700	PF3D7_1015700.2	tubulin binding cofactor c, putative	546.3333333	128.6666667	50	675	0.809382716	0.190617284	0.074074074	1	1752	location=Pf3D7_10_v3:630310-632061(-)	4	0.7894736842105263	PF3D7_1015700	532.8947368421053
PF3D7_1015700	PF3D7_1015700.1	tubulin binding cofactor c, putative	818.0	190.0	71	1008	0.811507937	0.188492063	0.070436508	1	2153	location=Pf3D7_10_v3:629909-632061(-)	4	0.7894736842105263	PF3D7_1015700	795.7894736842105
PF3D7_1469800	PF3D7_1469800.1	mediator of RNA polymerase II transcription subunit 22, putative	526.0	122.0	48	648	0.811728395	0.188271605	0.074074074	1	1222	location=Pf3D7_14_v3:2865024-2866245(-)	5	0.8578431372549019	PF3D7_1469800	555.8823529411765
PF3D7_0627300	PF3D7_0627300.1	E3 ubiquitin-protein ligase RNF5, putative	1096.166667	253.8333333	100	1350	0.811975309	0.188024691	0.074074074	1	1350	location=Pf3D7_06_v3:1097300-1098649(-)	6	0.8451612903225807	PF3D7_0627300	1140.967741935484
PF3D7_0625700	PF3D7_0625700.1	conserved protein, unknown function	241.1666667	55.83333333	22	297	0.812008979	0.187991021	0.074074074	1	297	location=Pf3D7_06_v3:1042652-1042948(-)	3	0.813953488372093	PF3D7_0625700	241.74418604651163
PF3D7_1435200	PF3D7_1435200.1	conserved protein, unknown function	877.1666667	202.8333333	80	1080	0.812191358	0.187808642	0.074074074	1	1552	location=Pf3D7_14_v3:1419383-1420934(+)	6	0.8580645161290322	PF3D7_1435200	926.7096774193548
PF3D7_1001800	PF3D7_1001800.1	Plasmodium exported protein (PHISTc), unknown function	637.3333333	145.6666667	58	783	0.813963389	0.186036611	0.074074074	1	919	location=Pf3D7_10_v3:96113-97031(-)	4	0.795774647887324	PF3D7_1001800	623.0915492957747
PF3D7_1446500	PF3D7_1446500.1	nucleoporin NUP313, putative	7335.166667	1670.833333	667	9006	0.814475535	0.185524465	0.074061737	1	9006	location=Pf3D7_14_v3:1907197-1916202(+)	6	0.8302707930367504	PF3D7_1446500	7477.418762088974
